,head,relation,tail,label
69,DB03010,CELL_DRUG,HPAF-II,1
70,DB03010,CELL_DRUG,MIA-PaCa-2,1
107,DB03010,CELL_DRUG,KP-4,1
124,DB03010,CELL_DRUG,MZ1-PC,1
139,DB03010,CELL_DRUG,CAPAN-1,1
186,DB03010,CELL_DRUG,BxPC-3,1
208,DB03010,CELL_DRUG,CFPAC-1,1
286,DB03010,CELL_DRUG,HuP-T3,1
287,DB03010,CELL_DRUG,HuP-T4,1
439,DB03010,CELL_DRUG,PSN1,1
472,DB03010,CELL_DRUG,SW1990,1
522,DB03010,CELL_DRUG,PANC-03-27,1
523,DB03010,CELL_DRUG,PANC-08-13,1
524,DB03010,CELL_DRUG,PANC-10-05,1
614,DB03010,CELL_DRUG,PA-TU-8988T,1
619,DB03010,CELL_DRUG,PL18,1
626,DB03010,CELL_DRUG,SU8686,1
627,DB03010,CELL_DRUG,SUIT-2,1
658,DB03010,CELL_DRUG,HPAC,1
669,DB03010,CELL_DRUG,KP-1N,1
670,DB03010,CELL_DRUG,KP-2,1
685,DB03010,CELL_DRUG,PANC-02-03,1
686,DB03010,CELL_DRUG,PANC-04-03,1
687,DB03010,CELL_DRUG,PA-TU-8902,1
689,DB03010,CELL_DRUG,PL4,1
958,DB06603,CELL_DRUG,MZ1-PC,1
1163,DB06603,CELL_DRUG,AsPC-1,1
1214,DB06603,CELL_DRUG,PANC-10-05,1
1283,DB06603,CELL_DRUG,SUIT-2,1
1309,DB06603,CELL_DRUG,PANC-02-03,1
1392,DB00570,CELL_DRUG,MZ1-PC,1
1524,DB01248,CELL_DRUG,MZ1-PC,1
1909,DB06287,CELL_DRUG,SU8686,1
1925,DB06287,CELL_DRUG,KP-1N,1
2003,DB05134,CELL_DRUG,MIA-PaCa-2,1
2047,DB05134,CELL_DRUG,PSN1,1
2078,DB05134,CELL_DRUG,KP-2,1
2196,DB08911,CELL_DRUG,MZ1-PC,1
2378,DB00997,CELL_DRUG,DAN-G,1
2409,DB00441,CELL_DRUG,MZ1-PC,1
2541,DB04690,CELL_DRUG,KP-4,1
2548,DB04690,CELL_DRUG,CAPAN-1,1
2574,DB04690,CELL_DRUG,CFPAC-1,1
2614,DB04690,CELL_DRUG,HuP-T4,1
2683,DB04690,CELL_DRUG,PSN1,1
2750,DB04690,CELL_DRUG,PL18,1
2842,DB00570,CELL_DRUG,MIA-PaCa-2,1
2860,DB00570,CELL_DRUG,KP-4,1
2874,DB00570,CELL_DRUG,CAPAN-1,1
2908,DB00570,CELL_DRUG,BxPC-3,1
3087,DB00570,CELL_DRUG,PSN1,1
3189,DB00570,CELL_DRUG,PA-TU-8988T,1
3190,DB00570,CELL_DRUG,PL18,1
3212,DB00570,CELL_DRUG,KP-1N,1
3394,DB01248,CELL_DRUG,HPAF-II,1
3395,DB01248,CELL_DRUG,MIA-PaCa-2,1
3414,DB01248,CELL_DRUG,KP-4,1
3434,DB01248,CELL_DRUG,CAPAN-1,1
3467,DB01248,CELL_DRUG,BxPC-3,1
3484,DB01248,CELL_DRUG,CFPAC-1,1
3543,DB01248,CELL_DRUG,HuP-T3,1
3544,DB01248,CELL_DRUG,HuP-T4,1
3672,DB01248,CELL_DRUG,PSN1,1
3734,DB01248,CELL_DRUG,PANC-03-27,1
3735,DB01248,CELL_DRUG,PANC-10-05,1
3809,DB01248,CELL_DRUG,PA-TU-8988T,1
3811,DB01248,CELL_DRUG,PL18,1
3826,DB01248,CELL_DRUG,DAN-G,1
3838,DB01248,CELL_DRUG,HPAC,1
3841,DB01248,CELL_DRUG,KP-1N,1
3842,DB01248,CELL_DRUG,KP-2,1
3851,DB01248,CELL_DRUG,PANC-02-03,1
3852,DB01248,CELL_DRUG,PA-TU-8902,1
3854,DB01248,CELL_DRUG,PL4,1
4034,DB02010,CELL_DRUG,BxPC-3,1
4090,DB02010,CELL_DRUG,HuP-T4,1
4185,DB02010,CELL_DRUG,PSN1,1
4230,DB02010,CELL_DRUG,PANC-03-27,1
4266,DB02010,CELL_DRUG,PA-TU-8988T,1
4267,DB02010,CELL_DRUG,PL18,1
4280,DB02010,CELL_DRUG,DAN-G,1
4291,DB02010,CELL_DRUG,KP-2,1
4295,DB02010,CELL_DRUG,PL4,1
4480,DB01229,CELL_DRUG,KP-4,1
4751,DB01229,CELL_DRUG,PA-TU-8988T,1
4761,DB01229,CELL_DRUG,DAN-G,1
5007,DB00877,CELL_DRUG,DAN-G,1
5090,DB00441,CELL_DRUG,CFPAC-1,1
5119,DB00441,CELL_DRUG,HuP-T4,1
5169,DB00441,CELL_DRUG,PSN1,1
5369,DB00188,CELL_DRUG,HPAF-II,1
5370,DB00188,CELL_DRUG,MIA-PaCa-2,1
5391,DB00188,CELL_DRUG,KP-4,1
5411,DB00188,CELL_DRUG,CAPAN-1,1
5451,DB00188,CELL_DRUG,BxPC-3,1
5469,DB00188,CELL_DRUG,CFPAC-1,1
5539,DB00188,CELL_DRUG,HuP-T3,1
5540,DB00188,CELL_DRUG,HuP-T4,1
5680,DB00188,CELL_DRUG,YAPC,1
5688,DB00188,CELL_DRUG,PSN1,1
5716,DB00188,CELL_DRUG,SW1990,1
5758,DB00188,CELL_DRUG,PANC-08-13,1
5759,DB00188,CELL_DRUG,PANC-10-05,1
5838,DB00188,CELL_DRUG,PA-TU-8988T,1
5840,DB00188,CELL_DRUG,PL18,1
5847,DB00188,CELL_DRUG,SUIT-2,1
5859,DB00188,CELL_DRUG,DAN-G,1
5874,DB00188,CELL_DRUG,HPAC,1
5880,DB00188,CELL_DRUG,KP-1N,1
5881,DB00188,CELL_DRUG,KP-2,1
5891,DB00188,CELL_DRUG,PANC-02-03,1
5892,DB00188,CELL_DRUG,PA-TU-8902,1
5894,DB00188,CELL_DRUG,PL4,1
5988,DB12731,CELL_DRUG,MIA-PaCa-2,1
5998,DB12731,CELL_DRUG,KP-4,1
6010,DB12731,CELL_DRUG,CAPAN-1,1
6031,DB12731,CELL_DRUG,BxPC-3,1
6147,DB12731,CELL_DRUG,YAPC,1
6151,DB12731,CELL_DRUG,PSN1,1
6189,DB12731,CELL_DRUG,PANC-03-27,1
6190,DB12731,CELL_DRUG,PANC-10-05,1
6232,DB12731,CELL_DRUG,PL18,1
6248,DB12731,CELL_DRUG,PANC-02-03,1
6332,DB08911,CELL_DRUG,PSN1,1
6347,DB08911,CELL_DRUG,PANC-02-03,1
6568,DB00970,CELL_DRUG,MIA-PaCa-2,1
6576,DB00970,CELL_DRUG,KP-4,1
6838,DB00541,CELL_DRUG,MIA-PaCa-2,1
6849,DB00541,CELL_DRUG,KP-4,1
7163,DB00970,CELL_DRUG,HPAF-II,1
7198,DB00970,CELL_DRUG,CAPAN-1,1
7222,DB00970,CELL_DRUG,BxPC-3,1
7231,DB00970,CELL_DRUG,CFPAC-1,1
7267,DB00970,CELL_DRUG,HuP-T3,1
7268,DB00970,CELL_DRUG,HuP-T4,1
7346,DB00970,CELL_DRUG,PSN1,1
7362,DB00970,CELL_DRUG,SW1990,1
7445,DB00970,CELL_DRUG,PA-TU-8988T,1
7447,DB00970,CELL_DRUG,PL18,1
7458,DB00970,CELL_DRUG,DAN-G,1
7469,DB00970,CELL_DRUG,HPAC,1
7473,DB00970,CELL_DRUG,KP-1N,1
7474,DB00970,CELL_DRUG,KP-2,1
7484,DB00970,CELL_DRUG,PANC-02-03,1
7485,DB00970,CELL_DRUG,PA-TU-8902,1
7487,DB00970,CELL_DRUG,PL4,1
7616,DB00361,CELL_DRUG,KP-4,1
7627,DB00361,CELL_DRUG,CAPAN-1,1
7646,DB00361,CELL_DRUG,BxPC-3,1
