,head,relation,tail,label
14,DB03010,CELL_DRUG,42-MG-BA,1
15,DB03010,CELL_DRUG,8-MG-BA,1
16,DB03010,CELL_DRUG,A172,1
17,DB03010,CELL_DRUG,GB-1,1
18,DB03010,CELL_DRUG,T98G,1
19,DB03010,CELL_DRUG,U-118-MG,1
20,DB03010,CELL_DRUG,U-87-MG,1
21,DB03010,CELL_DRUG,YKG-1,1
178,DB03010,CELL_DRUG,SNB75,1
179,DB03010,CELL_DRUG,U251,1
181,DB03010,CELL_DRUG,SF295,1
182,DB03010,CELL_DRUG,SF268,1
188,DB03010,CELL_DRUG,Becker,1
209,DB03010,CELL_DRUG,CCF-STTG1,1
217,DB03010,CELL_DRUG,DBTRG-05MG,1
220,DB03010,CELL_DRUG,DK-MG,1
294,DB03010,CELL_DRUG,KS-1,1
383,DB03010,CELL_DRUG,SF126,1
395,DB03010,CELL_DRUG,SK-MG-1,1
407,DB03010,CELL_DRUG,SW1088,1
430,DB03010,CELL_DRUG,YH-13,1
488,DB03010,CELL_DRUG,AM-38,1
494,DB03010,CELL_DRUG,CAS-1,1
535,DB03010,CELL_DRUG,D-263MG,1
536,DB03010,CELL_DRUG,D-392MG,1
537,DB03010,CELL_DRUG,D-423MG,1
538,DB03010,CELL_DRUG,D-566MG,1
542,DB03010,CELL_DRUG,M059J,1
593,DB03010,CELL_DRUG,LN-18,1
594,DB03010,CELL_DRUG,LN-229,1
595,DB03010,CELL_DRUG,LNZTA3WT4,1
836,DB04297,CELL_DRUG,U251,1
902,DB06603,CELL_DRUG,42-MG-BA,1
903,DB06603,CELL_DRUG,GB-1,1
994,DB06603,CELL_DRUG,U251,1
1015,DB06603,CELL_DRUG,DK-MG,1
1188,DB06603,CELL_DRUG,AM-38,1
1194,DB06603,CELL_DRUG,CAS-1,1
1221,DB06603,CELL_DRUG,D-423MG,1
1222,DB06603,CELL_DRUG,D-566MG,1
1373,DB00570,CELL_DRUG,YKG-1,1
1384,DB00570,CELL_DRUG,D-542MG,1
1400,DB00570,CELL_DRUG,SNB75,1
1401,DB00570,CELL_DRUG,SF295,1
1404,DB00570,CELL_DRUG,CCF-STTG1,1
1424,DB00570,CELL_DRUG,SF126,1
1444,DB00570,CELL_DRUG,D-247MG,1
1446,DB00570,CELL_DRUG,D-423MG,1
1448,DB00570,CELL_DRUG,D-566MG,1
1499,DB01248,CELL_DRUG,YKG-1,1
1514,DB01248,CELL_DRUG,D-542MG,1
1532,DB01248,CELL_DRUG,SNB75,1
1533,DB01248,CELL_DRUG,SF295,1
1536,DB01248,CELL_DRUG,CCF-STTG1,1
1555,DB01248,CELL_DRUG,SF126,1
1575,DB01248,CELL_DRUG,D-247MG,1
1577,DB01248,CELL_DRUG,D-423MG,1
1579,DB01248,CELL_DRUG,D-566MG,1
