,head,relation,tail,label
25,DB03010,CELL_DRUG,LK-2,1
31,DB03010,CELL_DRUG,NCI-H2170,1
74,DB03010,CELL_DRUG,SW900,1
95,DB03010,CELL_DRUG,EBC-1,1
97,DB03010,CELL_DRUG,EPLC-272H,1
148,DB03010,CELL_DRUG,NCI-H226,1
336,DB03010,CELL_DRUG,NCI-H520,1
394,DB03010,CELL_DRUG,SK-MES-1,1
576,DB03010,CELL_DRUG,HARA,1
577,DB03010,CELL_DRUG,HCC-15,1
673,DB03010,CELL_DRUG,LC-1-sq,1
830,DB04297,CELL_DRUG,LK-2,1
907,DB06603,CELL_DRUG,LK-2,1
942,DB06603,CELL_DRUG,EBC-1,1
943,DB06603,CELL_DRUG,EPLC-272H,1
975,DB06603,CELL_DRUG,NCI-H226,1
1091,DB06603,CELL_DRUG,NCI-H520,1
1758,DB06287,CELL_DRUG,EBC-1,1
1760,DB06287,CELL_DRUG,KNS-62,1
2006,DB05134,CELL_DRUG,EBC-1,1
2038,DB05134,CELL_DRUG,SK-MES-1,1
2079,DB05134,CELL_DRUG,LOU-NH91,1
2515,DB04690,CELL_DRUG,NCI-H2170,1
2536,DB04690,CELL_DRUG,EBC-1,1
2763,DB04690,CELL_DRUG,LOU-NH91,1
2812,DB00570,CELL_DRUG,LK-2,1
2814,DB00570,CELL_DRUG,NCI-H2170,1
2859,DB00570,CELL_DRUG,KNS-62,1
3020,DB00570,CELL_DRUG,NCI-H520,1
3168,DB00570,CELL_DRUG,HARA,1
3213,DB00570,CELL_DRUG,LC-1-sq,1
3214,DB00570,CELL_DRUG,LOU-NH91,1
3216,DB00570,CELL_DRUG,RERF-LC-Sq1,1
3356,DB01248,CELL_DRUG,LK-2,1
3360,DB01248,CELL_DRUG,NCI-H2170,1
3398,DB01248,CELL_DRUG,SW900,1
3406,DB01248,CELL_DRUG,EBC-1,1
3408,DB01248,CELL_DRUG,EPLC-272H,1
3413,DB01248,CELL_DRUG,KNS-62,1
3591,DB01248,CELL_DRUG,NCI-H520,1
3639,DB01248,CELL_DRUG,SK-MES-1,1
3777,DB01248,CELL_DRUG,HARA,1
3778,DB01248,CELL_DRUG,HCC-15,1
3799,DB01248,CELL_DRUG,NCI-H1869,1
3844,DB01248,CELL_DRUG,LC-1-sq,1
3845,DB01248,CELL_DRUG,LOU-NH91,1
3856,DB01248,CELL_DRUG,RERF-LC-Sq1,1
3965,DB02010,CELL_DRUG,NCI-H2170,1
3992,DB02010,CELL_DRUG,EBC-1,1
