,head,relation,tail,label
1,DB03010,CELL_DRUG,MC-CAR,1
102,DB03010,CELL_DRUG,IM-9,1
131,DB03010,CELL_DRUG,SK-MM-2,1
165,DB03010,CELL_DRUG,RPMI-8226,1
190,DB03010,CELL_DRUG,ARH-77,1
284,DB03010,CELL_DRUG,KMS-12-BM,1
362,DB03010,CELL_DRUG,OPM-2,1
512,DB03010,CELL_DRUG,L-363,1
653,DB03010,CELL_DRUG,AMO-1,1
655,DB03010,CELL_DRUG,EJM,1
708,DB03010,CELL_DRUG,JJN-3,1
713,DB03010,CELL_DRUG,KARPAS-620,1
719,DB03010,CELL_DRUG,MOLP-8,1
835,DB04297,CELL_DRUG,RPMI-8226,1
944,DB06603,CELL_DRUG,IM-9,1
963,DB06603,CELL_DRUG,SK-MM-2,1
987,DB06603,CELL_DRUG,RPMI-8226,1
1058,DB06603,CELL_DRUG,KMS-12-BM,1
1107,DB06603,CELL_DRUG,OPM-2,1
1208,DB06603,CELL_DRUG,L-363,1
1298,DB06603,CELL_DRUG,AMO-1,1
1322,DB06603,CELL_DRUG,JJN-3,1
1327,DB06603,CELL_DRUG,KARPAS-620,1
1334,DB06603,CELL_DRUG,MOLP-8,1
1493,DB00570,CELL_DRUG,KMS-11,1
1636,DB01248,CELL_DRUG,KMS-11,1
1640,DB00563,CELL_DRUG,IM-9,1
1646,DB00563,CELL_DRUG,RPMI-8226,1
1702,DB00563,CELL_DRUG,L-363,1
1711,DB00563,CELL_DRUG,AMO-1,1
1729,DB00563,CELL_DRUG,MM1S,1
1739,DB06287,CELL_DRUG,MC-CAR,1
1752,DB06287,CELL_DRUG,NCI-H929,1
1772,DB06287,CELL_DRUG,RPMI-8226,1
1879,DB06287,CELL_DRUG,L-363,1
1943,DB06287,CELL_DRUG,MOLP-8,1
1960,DB06287,CELL_DRUG,MM1S,1
1977,DB06469,CELL_DRUG,KMS-12-BM,1
2185,DB12731,CELL_DRUG,KMS-11,1
2526,DB04690,CELL_DRUG,NCI-H929,1
2539,DB04690,CELL_DRUG,IM-9,1
2544,DB04690,CELL_DRUG,SK-MM-2,1
2556,DB04690,CELL_DRUG,RPMI-8226,1
2565,DB04690,CELL_DRUG,ARH-77,1
2758,DB04690,CELL_DRUG,AMO-1,1
2778,DB04690,CELL_DRUG,MOLP-8,1
2799,DB04690,CELL_DRUG,MM1S,1
2800,DB00570,CELL_DRUG,MC-CAR,1
2834,DB00570,CELL_DRUG,NCI-H929,1
2857,DB00570,CELL_DRUG,IM-9,1
2868,DB00570,CELL_DRUG,U-266,1
2894,DB00570,CELL_DRUG,RPMI-8226,1
2912,DB00570,CELL_DRUG,ARH-77,1
2976,DB00570,CELL_DRUG,KMS-12-BM,1
3036,DB00570,CELL_DRUG,OPM-2,1
3135,DB00570,CELL_DRUG,L-363,1
3206,DB00570,CELL_DRUG,AMO-1,1
3208,DB00570,CELL_DRUG,EJM,1
3229,DB00570,CELL_DRUG,JJN-3,1
3233,DB00570,CELL_DRUG,KARPAS-620,1
3238,DB00570,CELL_DRUG,MOLP-8,1
3265,DB00570,CELL_DRUG,MM1S,1
3291,DB00987,CELL_DRUG,JJN-3,1
3334,DB01248,CELL_DRUG,MC-CAR,1
3385,DB01248,CELL_DRUG,NCI-H929,1
3411,DB01248,CELL_DRUG,IM-9,1
3428,DB01248,CELL_DRUG,U-266,1
3452,DB01248,CELL_DRUG,RPMI-8226,1
3471,DB01248,CELL_DRUG,ARH-77,1
3542,DB01248,CELL_DRUG,KMS-12-BM,1
3613,DB01248,CELL_DRUG,OPM-2,1
3728,DB01248,CELL_DRUG,L-363,1
3833,DB01248,CELL_DRUG,AMO-1,1
3836,DB01248,CELL_DRUG,EJM,1
3872,DB01248,CELL_DRUG,JJN-3,1
3877,DB01248,CELL_DRUG,KARPAS-620,1
3882,DB01248,CELL_DRUG,MOLP-8,1
3915,DB01248,CELL_DRUG,MM1S,1
3951,DB02010,CELL_DRUG,MC-CAR,1
3977,DB02010,CELL_DRUG,NCI-H929,1
3997,DB02010,CELL_DRUG,IM-9,1
4021,DB02010,CELL_DRUG,RPMI-8226,1
4037,DB02010,CELL_DRUG,ARH-77,1
4089,DB02010,CELL_DRUG,KMS-12-BM,1
4142,DB02010,CELL_DRUG,OPM-2,1
4226,DB02010,CELL_DRUG,L-363,1
4286,DB02010,CELL_DRUG,AMO-1,1
4288,DB02010,CELL_DRUG,EJM,1
4307,DB02010,CELL_DRUG,JJN-3,1
4312,DB02010,CELL_DRUG,KARPAS-620,1
4317,DB02010,CELL_DRUG,MOLP-8,1
4339,DB02010,CELL_DRUG,MM1S,1
4344,DB05220,CELL_DRUG,IM-9,1
4364,DB05220,CELL_DRUG,AMO-1,1
4371,DB07101,CELL_DRUG,IM-9,1
4427,DB01229,CELL_DRUG,MC-CAR,1
4458,DB01229,CELL_DRUG,NCI-H929,1
4478,DB01229,CELL_DRUG,IM-9,1
4489,DB01229,CELL_DRUG,U-266,1
4507,DB01229,CELL_DRUG,RPMI-8226,1
4520,DB01229,CELL_DRUG,ARH-77,1
4576,DB01229,CELL_DRUG,KMS-12-BM,1
4625,DB01229,CELL_DRUG,OPM-2,1
4709,DB01229,CELL_DRUG,L-363,1
4764,DB01229,CELL_DRUG,AMO-1,1
4765,DB01229,CELL_DRUG,EJM,1
4779,DB01229,CELL_DRUG,JJN-3,1
4782,DB01229,CELL_DRUG,KARPAS-620,1
4786,DB01229,CELL_DRUG,MOLP-8,1
4805,DB01229,CELL_DRUG,MM1S,1
4824,DB00877,CELL_DRUG,NCI-H929,1
4835,DB00877,CELL_DRUG,IM-9,1
4851,DB00877,CELL_DRUG,RPMI-8226,1
4859,DB00877,CELL_DRUG,ARH-77,1
