,head,relation,tail,label
274,DB03010,CELL_DRUG,IST-MES1,1
330,DB03010,CELL_DRUG,MPP-89,1
354,DB03010,CELL_DRUG,NCI-H28,1
1103,DB06603,CELL_DRUG,NCI-H28,1
1829,DB06287,CELL_DRUG,MSTO-211H,1
2639,DB04690,CELL_DRUG,MSTO-211H,1
2828,DB00570,CELL_DRUG,NCI-H2052,1
3013,DB00570,CELL_DRUG,MPP-89,1
3027,DB00570,CELL_DRUG,NCI-H2452,1
3376,DB01248,CELL_DRUG,NCI-H2052,1
3585,DB01248,CELL_DRUG,MPP-89,1
3602,DB01248,CELL_DRUG,NCI-H2452,1
4078,DB02010,CELL_DRUG,IST-MES1,1
4120,DB02010,CELL_DRUG,MPP-89,1
4135,DB02010,CELL_DRUG,NCI-H2452,1
4618,DB01229,CELL_DRUG,NCI-H2452,1
5350,DB00188,CELL_DRUG,NCI-H2052,1
5525,DB00188,CELL_DRUG,IST-MES1,1
5586,DB00188,CELL_DRUG,MPP-89,1
5587,DB00188,CELL_DRUG,MSTO-211H,1
5606,DB00188,CELL_DRUG,NCI-H2452,1
6094,DB12731,CELL_DRUG,MPP-89,1
7153,DB00970,CELL_DRUG,NCI-H2052,1
7264,DB00970,CELL_DRUG,IST-MES1,1
7293,DB00970,CELL_DRUG,MPP-89,1
7294,DB00970,CELL_DRUG,MSTO-211H,1
7306,DB00970,CELL_DRUG,NCI-H2452,1
7589,DB00361,CELL_DRUG,NCI-H2052,1
8043,DB01268,CELL_DRUG,MPP-89,0
8199,DB00619,CELL_DRUG,IST-MES1,0
8215,DB00619,CELL_DRUG,MSTO-211H,0
8554,DB00205,CELL_DRUG,IST-MES1,0
8584,DB00205,CELL_DRUG,MPP-89,0
8866,DB06195,CELL_DRUG,IST-MES1,0
8899,DB06195,CELL_DRUG,MPP-89,0
8901,DB06195,CELL_DRUG,MSTO-211H,0
9162,DB00773,CELL_DRUG,IST-MES1,0
9181,DB00773,CELL_DRUG,MSTO-211H,0
9184,DB00773,CELL_DRUG,NCI-H2452,0
9186,DB00773,CELL_DRUG,NCI-H28,0
9327,DB01128,CELL_DRUG,NCI-H2052,0
9393,DB01128,CELL_DRUG,NCI-H2452,0
9396,DB01128,CELL_DRUG,NCI-H28,0
9704,DB00307,CELL_DRUG,NCI-H2052,0
9876,DB00307,CELL_DRUG,IST-MES1,0
9919,DB00307,CELL_DRUG,MPP-89,0
9920,DB00307,CELL_DRUG,MSTO-211H,0
9935,DB00307,CELL_DRUG,NCI-H2452,0
9940,DB00307,CELL_DRUG,NCI-H28,0
10326,DB00290,CELL_DRUG,IST-MES1,0
10353,DB00290,CELL_DRUG,MSTO-211H,0
10357,DB00290,CELL_DRUG,NCI-H2452,0
10567,DB00914,CELL_DRUG,NCI-H2052,0
10814,DB00914,CELL_DRUG,IST-MES1,0
10888,DB00914,CELL_DRUG,MPP-89,0
10890,DB00914,CELL_DRUG,MSTO-211H,0
10911,DB00914,CELL_DRUG,NCI-H2452,0
