,head,relation,tail,label
85,DB03010,CELL_DRUG,BB65-RCC,1
98,DB03010,CELL_DRUG,HA7-RCC,1
112,DB03010,CELL_DRUG,LB1047-RCC,1
113,DB03010,CELL_DRUG,LB2241-RCC,1
119,DB03010,CELL_DRUG,LB996-RCC,1
153,DB03010,CELL_DRUG,786-0,1
154,DB03010,CELL_DRUG,A498,1
155,DB03010,CELL_DRUG,ACHN,1
164,DB03010,CELL_DRUG,CAKI-1,1
174,DB03010,CELL_DRUG,RXF393,1
175,DB03010,CELL_DRUG,SN12C,1
176,DB03010,CELL_DRUG,TK10,1
177,DB03010,CELL_DRUG,U031,1
363,DB03010,CELL_DRUG,OS-RC-2,1
428,DB03010,CELL_DRUG,VMRC-RCZ,1
431,DB03010,CELL_DRUG,RCC10RGB,1
452,DB03010,CELL_DRUG,BFTC-909,1
478,DB03010,CELL_DRUG,A704,1
480,DB03010,CELL_DRUG,769-P,1
628,DB03010,CELL_DRUG,SW156,1
631,DB03010,CELL_DRUG,VMRC-RCW,1
666,DB03010,CELL_DRUG,KMRC-1,1
667,DB03010,CELL_DRUG,KMRC-20,1
993,DB06603,CELL_DRUG,RXF393,1
1149,DB06603,CELL_DRUG,VMRC-RCZ,1
1183,DB06603,CELL_DRUG,769-P,1
1198,DB06603,CELL_DRUG,CAL-54,1
1367,DB06603,CELL_DRUG,RCC-AB,1
1380,DB00570,CELL_DRUG,BB65-RCC,1
1388,DB00570,CELL_DRUG,LB1047-RCC,1
1389,DB00570,CELL_DRUG,LB2241-RCC,1
1398,DB00570,CELL_DRUG,CAKI-1,1
1399,DB00570,CELL_DRUG,U031,1
1491,DB00570,CELL_DRUG,RCC-JF,1
1492,DB00570,CELL_DRUG,RCC-MF,1
1509,DB01248,CELL_DRUG,BB65-RCC,1
1518,DB01248,CELL_DRUG,LB1047-RCC,1
1519,DB01248,CELL_DRUG,LB2241-RCC,1
1530,DB01248,CELL_DRUG,CAKI-1,1
1531,DB01248,CELL_DRUG,U031,1
1598,DB01248,CELL_DRUG,VMRC-RCW,1
1631,DB01248,CELL_DRUG,NCC021,1
1632,DB01248,CELL_DRUG,RCC-JF,1
1633,DB01248,CELL_DRUG,RCC-ER,1
1634,DB01248,CELL_DRUG,RCC-AB,1
1635,DB01248,CELL_DRUG,RCC-MF,1
1697,DB00563,CELL_DRUG,769-P,1
1712,DB00563,CELL_DRUG,KMRC-20,1
1755,DB06287,CELL_DRUG,BB65-RCC,1
1762,DB06287,CELL_DRUG,LB1047-RCC,1
