,head,relation,tail,label
147,DB03010,CELL_DRUG,K-562,1
231,DB03010,CELL_DRUG,EM-2,1
293,DB03010,CELL_DRUG,KU812,1
302,DB03010,CELL_DRUG,LAMA-84,1
317,DB03010,CELL_DRUG,MEG-01,1
437,DB03010,CELL_DRUG,RPMI-8866,1
458,DB03010,CELL_DRUG,BV-173,1
711,DB03010,CELL_DRUG,JURL-MK1,1
714,DB03010,CELL_DRUG,KCL-22,1
762,DB05015,CELL_DRUG,KU812,1
806,DB00642,CELL_DRUG,KU812,1
813,DB03496,CELL_DRUG,KU812,1
816,DB03496,CELL_DRUG,RPMI-8866,1
842,DB04297,CELL_DRUG,KU812,1
856,DB04297,CELL_DRUG,RPMI-8866,1
862,DB04297,CELL_DRUG,CML-T1,1
974,DB06603,CELL_DRUG,K-562,1
1062,DB06603,CELL_DRUG,KU812,1
1066,DB06603,CELL_DRUG,LAMA-84,1
1078,DB06603,CELL_DRUG,MEG-01,1
1154,DB06603,CELL_DRUG,RPMI-8866,1
1167,DB06603,CELL_DRUG,BV-173,1
1197,DB06603,CELL_DRUG,CML-T1,1
1325,DB06603,CELL_DRUG,JURL-MK1,1
1328,DB06603,CELL_DRUG,KCL-22,1
1656,DB00563,CELL_DRUG,EM-2,1
1666,DB00563,CELL_DRUG,LAMA-84,1
1667,DB00563,CELL_DRUG,MEG-01,1
1688,DB00563,CELL_DRUG,RPMI-8866,1
1694,DB00563,CELL_DRUG,BV-173,1
1719,DB00563,CELL_DRUG,KCL-22,1
1818,DB06287,CELL_DRUG,LAMA-84,1
1861,DB06287,CELL_DRUG,RPMI-8866,1
1866,DB06287,CELL_DRUG,BV-173,1
1938,DB06287,CELL_DRUG,JURL-MK1,1
2337,DB00997,CELL_DRUG,BV-173,1
2345,DB00997,CELL_DRUG,CML-T1,1
2585,DB04690,CELL_DRUG,EM-2,1
2618,DB04690,CELL_DRUG,KU812,1
2625,DB04690,CELL_DRUG,LAMA-84,1
2628,DB04690,CELL_DRUG,MEG-01,1
2682,DB04690,CELL_DRUG,RPMI-8866,1
2690,DB04690,CELL_DRUG,BV-173,1
2708,DB04690,CELL_DRUG,CML-T1,1
2773,DB04690,CELL_DRUG,JURL-MK1,1
2881,DB00570,CELL_DRUG,K-562,1
2938,DB00570,CELL_DRUG,EM-2,1
2982,DB00570,CELL_DRUG,KU812,1
2989,DB00570,CELL_DRUG,LAMA-84,1
2998,DB00570,CELL_DRUG,MEG-01,1
3097,DB00570,CELL_DRUG,BV-173,1
3122,DB00570,CELL_DRUG,CML-T1,1
3234,DB00570,CELL_DRUG,KCL-22,1
3274,DB00987,CELL_DRUG,KU812,1
3285,DB00987,CELL_DRUG,BV-173,1
3287,DB00987,CELL_DRUG,CML-T1,1
3441,DB01248,CELL_DRUG,K-562,1
3500,DB01248,CELL_DRUG,EM-2,1
3550,DB01248,CELL_DRUG,KU812,1
3559,DB01248,CELL_DRUG,LAMA-84,1
3567,DB01248,CELL_DRUG,MEG-01,1
3671,DB01248,CELL_DRUG,RPMI-8866,1
3684,DB01248,CELL_DRUG,BV-173,1
