,head,relation,tail,label
141,DB03010,CELL_DRUG,PC-3,1
142,DB03010,CELL_DRUG,DU-145,1
305,DB03010,CELL_DRUG,LNCaP-Clone-FGC,1
499,DB03010,CELL_DRUG,22RV1,1
699,DB03010,CELL_DRUG,VCaP,1
881,DB04297,CELL_DRUG,VCaP,1
969,DB06603,CELL_DRUG,PC-3,1
970,DB06603,CELL_DRUG,DU-145,1
1068,DB06603,CELL_DRUG,LNCaP-Clone-FGC,1
1199,DB06603,CELL_DRUG,22RV1,1
1313,DB06603,CELL_DRUG,VCaP,1
1344,DB06603,CELL_DRUG,PWR-1E,1
1767,DB06287,CELL_DRUG,PC-3,1
2298,DB00997,CELL_DRUG,LNCaP-Clone-FGC,1
2549,DB04690,CELL_DRUG,DU-145,1
2627,DB04690,CELL_DRUG,LNCaP-Clone-FGC,1
2710,DB04690,CELL_DRUG,22RV1,1
2784,DB04690,CELL_DRUG,PWR-1E,1
2876,DB00570,CELL_DRUG,DU-145,1
2991,DB00570,CELL_DRUG,LNCaP-Clone-FGC,1
3124,DB00570,CELL_DRUG,22RV1,1
3242,DB00570,CELL_DRUG,PWR-1E,1
3436,DB01248,CELL_DRUG,DU-145,1
3561,DB01248,CELL_DRUG,LNCaP-Clone-FGC,1
3717,DB01248,CELL_DRUG,22RV1,1
3862,DB01248,CELL_DRUG,VCaP,1
3889,DB01248,CELL_DRUG,PWR-1E,1
4322,DB02010,CELL_DRUG,PWR-1E,1
4591,DB01229,CELL_DRUG,LNCaP-Clone-FGC,1
4789,DB01229,CELL_DRUG,PWR-1E,1
4903,DB00877,CELL_DRUG,LNCaP-Clone-FGC,1
4973,DB00877,CELL_DRUG,22RV1,1
5413,DB00188,CELL_DRUG,PC-3,1
5414,DB00188,CELL_DRUG,DU-145,1
5560,DB00188,CELL_DRUG,LNCaP-Clone-FGC,1
5739,DB00188,CELL_DRUG,22RV1,1
5903,DB00188,CELL_DRUG,VCaP,1
5927,DB00188,CELL_DRUG,PWR-1E,1
6011,DB12731,CELL_DRUG,DU-145,1
6178,DB12731,CELL_DRUG,22RV1,1
6666,DB00970,CELL_DRUG,LNCaP-Clone-FGC,1
6740,DB00970,CELL_DRUG,22RV1,1
6794,DB00970,CELL_DRUG,PWR-1E,1
6925,DB00541,CELL_DRUG,LNCaP-Clone-FGC,1
7042,DB00541,CELL_DRUG,VCaP,1
7061,DB00541,CELL_DRUG,PWR-1E,1
7496,DB00970,CELL_DRUG,VCaP,1
7628,DB00361,CELL_DRUG,DU-145,1
7715,DB00361,CELL_DRUG,LNCaP-Clone-FGC,1
7820,DB00361,CELL_DRUG,22RV1,1
7889,DB00361,CELL_DRUG,VCaP,1
7910,DB00361,CELL_DRUG,PWR-1E,1
8040,DB01268,CELL_DRUG,LNCaP-Clone-FGC,0
8112,DB01268,CELL_DRUG,VCaP,0
8295,DB00619,CELL_DRUG,VCaP,0
8389,DB11805,CELL_DRUG,LNCaP-Clone-FGC,0
8573,DB00205,CELL_DRUG,LNCaP-Clone-FGC,0
8705,DB00205,CELL_DRUG,VCaP,0
8886,DB06195,CELL_DRUG,LNCaP-Clone-FGC,0
9041,DB06195,CELL_DRUG,VCaP,0
9141,DB00773,CELL_DRUG,PC-3,0
9772,DB00307,CELL_DRUG,PC-3,0
9898,DB00307,CELL_DRUG,LNCaP-Clone-FGC,0
10050,DB00307,CELL_DRUG,22RV1,0
10211,DB00307,CELL_DRUG,VCaP,0
10497,DB00290,CELL_DRUG,VCaP,0
10669,DB00914,CELL_DRUG,PC-3,0
10670,DB00914,CELL_DRUG,DU-145,0
10854,DB00914,CELL_DRUG,LNCaP-Clone-FGC,0
11087,DB00914,CELL_DRUG,22RV1,0
11326,DB00914,CELL_DRUG,VCaP,0
