,head,relation,tail,label
257,DB03010,CELL_DRUG,HLE,1
268,DB03010,CELL_DRUG,HuH-7,1
389,DB03010,CELL_DRUG,SK-HEP-1,1
399,DB03010,CELL_DRUG,SNU-387,1
400,DB03010,CELL_DRUG,SNU-423,1
401,DB03010,CELL_DRUG,SNU-449,1
402,DB03010,CELL_DRUG,SNU-475,1
464,DB03010,CELL_DRUG,C3A,1
586,DB03010,CELL_DRUG,JHH-2,1
587,DB03010,CELL_DRUG,JHH-4,1
588,DB03010,CELL_DRUG,JHH-6,1
589,DB03010,CELL_DRUG,JHH-7,1
624,DB03010,CELL_DRUG,SNU-182,1
625,DB03010,CELL_DRUG,SNU-398,1
660,DB03010,CELL_DRUG,huH-1,1
661,DB03010,CELL_DRUG,JHH-1,1
766,DB05015,CELL_DRUG,JHH-1,1
879,DB04297,CELL_DRUG,JHH-1,1
1135,DB06603,CELL_DRUG,SNU-423,1
1136,DB06603,CELL_DRUG,SNU-475,1
1171,DB06603,CELL_DRUG,C3A,1
1260,DB06603,CELL_DRUG,JHH-4,1
1261,DB06603,CELL_DRUG,JHH-7,1
1282,DB06603,CELL_DRUG,SNU-182,1
1303,DB06603,CELL_DRUG,JHH-1,1
1804,DB06287,CELL_DRUG,HLE,1
1808,DB06287,CELL_DRUG,HuH-7,1
1899,DB06287,CELL_DRUG,JHH-2,1
1907,DB06287,CELL_DRUG,SNU-182,1
1908,DB06287,CELL_DRUG,SNU-398,1
2279,DB00997,CELL_DRUG,HLE,1
2323,DB00997,CELL_DRUG,SK-HEP-1,1
2369,DB00997,CELL_DRUG,JHH-6,1
2599,DB04690,CELL_DRUG,HLE,1
2743,DB04690,CELL_DRUG,JHH-4,1
2957,DB00570,CELL_DRUG,HLE,1
3057,DB00570,CELL_DRUG,SK-HEP-1,1
3063,DB00570,CELL_DRUG,SNU-387,1
3064,DB00570,CELL_DRUG,SNU-423,1
3174,DB00570,CELL_DRUG,JHH-4,1
3194,DB00570,CELL_DRUG,SNU-398,1
3519,DB01248,CELL_DRUG,HLE,1
3636,DB01248,CELL_DRUG,SK-HEP-1,1
3644,DB01248,CELL_DRUG,SNU-387,1
3645,DB01248,CELL_DRUG,SNU-423,1
3786,DB01248,CELL_DRUG,JHH-4,1
3787,DB01248,CELL_DRUG,JHH-6,1
3788,DB01248,CELL_DRUG,JHH-7,1
3816,DB01248,CELL_DRUG,SNU-398,1
