,head,relation,tail,label
2,DB03010,CELL_DRUG,PFSK-1,1
216,DB03010,CELL_DRUG,Daoy,1
361,DB03010,CELL_DRUG,ONS-76,1
895,DB06603,CELL_DRUG,PFSK-1,1
1012,DB06603,CELL_DRUG,Daoy,1
1013,DB06603,CELL_DRUG,D-283MED,1
1740,DB06287,CELL_DRUG,PFSK-1,1
1837,DB06287,CELL_DRUG,ONS-76,1
1968,DB06469,CELL_DRUG,D-283MED,1
2229,DB00997,CELL_DRUG,PFSK-1,1
2266,DB00997,CELL_DRUG,Daoy,1
2317,DB00997,CELL_DRUG,ONS-76,1
2580,DB04690,CELL_DRUG,Daoy,1
2581,DB04690,CELL_DRUG,D-283MED,1
2801,DB00570,CELL_DRUG,PFSK-1,1
2928,DB00570,CELL_DRUG,Daoy,1
2929,DB00570,CELL_DRUG,D-283MED,1
3035,DB00570,CELL_DRUG,ONS-76,1
3335,DB01248,CELL_DRUG,PFSK-1,1
3490,DB01248,CELL_DRUG,Daoy,1
3491,DB01248,CELL_DRUG,D-283MED,1
3612,DB01248,CELL_DRUG,ONS-76,1
4047,DB02010,CELL_DRUG,Daoy,1
4048,DB02010,CELL_DRUG,D-283MED,1
4428,DB01229,CELL_DRUG,PFSK-1,1
4533,DB01229,CELL_DRUG,Daoy,1
4534,DB01229,CELL_DRUG,D-283MED,1
4624,DB01229,CELL_DRUG,ONS-76,1
4869,DB00877,CELL_DRUG,D-283MED,1
4926,DB00877,CELL_DRUG,ONS-76,1
5093,DB00441,CELL_DRUG,Daoy,1
5094,DB00441,CELL_DRUG,D-283MED,1
5302,DB00188,CELL_DRUG,PFSK-1,1
5476,DB00188,CELL_DRUG,Daoy,1
5477,DB00188,CELL_DRUG,D-283MED,1
5616,DB00188,CELL_DRUG,ONS-76,1
6043,DB12731,CELL_DRUG,D-283MED,1
6110,DB12731,CELL_DRUG,ONS-76,1
6329,DB08911,CELL_DRUG,ONS-76,1
6378,DB00445,CELL_DRUG,D-283MED,1
6503,DB01204,CELL_DRUG,Daoy,1
6549,DB00970,CELL_DRUG,PFSK-1,1
6615,DB00970,CELL_DRUG,Daoy,1
6616,DB00970,CELL_DRUG,D-283MED,1
6688,DB00970,CELL_DRUG,ONS-76,1
6814,DB00541,CELL_DRUG,PFSK-1,1
6884,DB00541,CELL_DRUG,Daoy,1
6885,DB00541,CELL_DRUG,D-283MED,1
7563,DB00361,CELL_DRUG,PFSK-1,1
7664,DB00361,CELL_DRUG,Daoy,1
7665,DB00361,CELL_DRUG,D-283MED,1
7749,DB00361,CELL_DRUG,ONS-76,1
8228,DB00619,CELL_DRUG,ONS-76,0
8407,DB11805,CELL_DRUG,ONS-76,0
8542,DB00205,CELL_DRUG,D-283MED,0
8841,DB06195,CELL_DRUG,D-283MED,0
8923,DB06195,CELL_DRUG,ONS-76,0
9104,DB00773,CELL_DRUG,PFSK-1,0
9663,DB00307,CELL_DRUG,PFSK-1,0
9832,DB00307,CELL_DRUG,D-283MED,0
10239,DB00290,CELL_DRUG,PFSK-1,0
10508,DB00914,CELL_DRUG,PFSK-1,0
10751,DB00914,CELL_DRUG,Daoy,0
10752,DB00914,CELL_DRUG,D-283MED,0
11408,DB06589,CELL_DRUG,PFSK-1,0
11560,DB06589,CELL_DRUG,D-283MED,0
11660,DB06589,CELL_DRUG,ONS-76,0
11910,DB04960,CELL_DRUG,PFSK-1,0
12252,DB08142,CELL_DRUG,D-283MED,0
12407,DB04769,CELL_DRUG,PFSK-1,0
12515,DB04769,CELL_DRUG,D-283MED,0
12881,DB06486,CELL_DRUG,PFSK-1,0
13007,DB06486,CELL_DRUG,Daoy,0
13008,DB06486,CELL_DRUG,D-283MED,0
13095,DB06486,CELL_DRUG,ONS-76,0
13433,DB09054,CELL_DRUG,PFSK-1,0
13626,DB09054,CELL_DRUG,Daoy,0
13627,DB09054,CELL_DRUG,D-283MED,0
13762,DB09054,CELL_DRUG,ONS-76,0
14211,DB08875,CELL_DRUG,D-283MED,0
14280,DB08875,CELL_DRUG,ONS-76,0
14578,DB07794,CELL_DRUG,PFSK-1,0
14824,DB07794,CELL_DRUG,Daoy,0
14825,DB07794,CELL_DRUG,D-283MED,0
14998,DB07794,CELL_DRUG,ONS-76,0
15500,DB05015,CELL_DRUG,D-283MED,0
15657,DB11363,CELL_DRUG,PFSK-1,0
15860,DB11363,CELL_DRUG,Daoy,0
15861,DB11363,CELL_DRUG,D-283MED,0
16002,DB11363,CELL_DRUG,ONS-76,0
16473,DB05524,CELL_DRUG,D-283MED,0
16653,DB12742,CELL_DRUG,PFSK-1,0
16837,DB12742,CELL_DRUG,D-283MED,0
16960,DB12742,CELL_DRUG,ONS-76,0
17318,DB05913,CELL_DRUG,PFSK-1,0
17539,DB05913,CELL_DRUG,D-283MED,0
17684,DB05913,CELL_DRUG,ONS-76,0
18187,DB12500,CELL_DRUG,D-283MED,0
18389,DB07080,CELL_DRUG,PFSK-1,0
18630,DB07080,CELL_DRUG,D-283MED,0
18783,DB07080,CELL_DRUG,ONS-76,0
19215,DB13978,CELL_DRUG,PFSK-1,0
19462,DB13978,CELL_DRUG,Daoy,0
19463,DB13978,CELL_DRUG,D-283MED,0
19639,DB13978,CELL_DRUG,ONS-76,0
21059,DB11772,CELL_DRUG,Daoy,0
21158,DB11772,CELL_DRUG,ONS-76,0
21585,DB00642,CELL_DRUG,Daoy,0
21586,DB00642,CELL_DRUG,D-283MED,0
22017,DB01700,CELL_DRUG,PFSK-1,0
22269,DB01700,CELL_DRUG,Daoy,0
22270,DB01700,CELL_DRUG,D-283MED,0
22452,DB01700,CELL_DRUG,ONS-76,0
23031,DB00755,CELL_DRUG,PFSK-1,0
23359,DB00755,CELL_DRUG,ONS-76,0
24174,DB07232,CELL_DRUG,D-283MED,0
24323,DB07232,CELL_DRUG,ONS-76,0
24964,DB00480,CELL_DRUG,PFSK-1,0
25189,DB00480,CELL_DRUG,D-283MED,0
25859,DB05470,CELL_DRUG,PFSK-1,0
26315,DB08828,CELL_DRUG,PFSK-1,0
26559,DB08828,CELL_DRUG,Daoy,0
26560,DB08828,CELL_DRUG,D-283MED,0
26726,DB08828,CELL_DRUG,ONS-76,0
27778,DB00002,CELL_DRUG,Daoy,0
27779,DB00002,CELL_DRUG,D-283MED,0
27941,DB00002,CELL_DRUG,ONS-76,0
28838,DB12332,CELL_DRUG,PFSK-1,0
30359,DB01128,CELL_DRUG,Daoy,0
30360,DB01128,CELL_DRUG,D-283MED,0
30491,DB01128,CELL_DRUG,ONS-76,0
30922,DB00515,CELL_DRUG,PFSK-1,0
31080,DB00515,CELL_DRUG,ONS-76,0
31388,DB00987,CELL_DRUG,ONS-76,0
31635,DB00317,CELL_DRUG,Daoy,0
31716,DB00317,CELL_DRUG,ONS-76,0
32361,DB04868,CELL_DRUG,Daoy,0
32444,DB04868,CELL_DRUG,ONS-76,0
32792,DB09074,CELL_DRUG,PFSK-1,0
33050,DB09074,CELL_DRUG,ONS-76,0
33502,DB06999,CELL_DRUG,PFSK-1,0
33688,DB06999,CELL_DRUG,Daoy,0
33689,DB06999,CELL_DRUG,D-283MED,0
33822,DB06999,CELL_DRUG,ONS-76,0
34518,DB09073,CELL_DRUG,PFSK-1,0
34647,DB09073,CELL_DRUG,Daoy,0
34722,DB09073,CELL_DRUG,ONS-76,0
35071,DB00544,CELL_DRUG,PFSK-1,0
35242,DB00544,CELL_DRUG,Daoy,0
35353,DB00544,CELL_DRUG,ONS-76,0
36361,DB00398,CELL_DRUG,ONS-76,0
36846,DB00526,CELL_DRUG,PFSK-1,0
37486,DB00530,CELL_DRUG,ONS-76,0
37909,DB11793,CELL_DRUG,ONS-76,0
38565,DB00675,CELL_DRUG,Daoy,0
38649,DB00675,CELL_DRUG,ONS-76,0
39286,DB11760,CELL_DRUG,PFSK-1,0
39483,DB11760,CELL_DRUG,ONS-76,0
39841,DB08912,CELL_DRUG,PFSK-1,0
39998,DB08912,CELL_DRUG,Daoy,0
39999,DB08912,CELL_DRUG,D-283MED,0
40099,DB08912,CELL_DRUG,ONS-76,0
40427,DB00853,CELL_DRUG,PFSK-1,0
40614,DB00853,CELL_DRUG,Daoy,0
40615,DB00853,CELL_DRUG,D-283MED,0
40750,DB00853,CELL_DRUG,ONS-76,0
41113,DB08877,CELL_DRUG,PFSK-1,0
41306,DB08877,CELL_DRUG,Daoy,0
41307,DB08877,CELL_DRUG,D-283MED,0
41441,DB08877,CELL_DRUG,ONS-76,0
41953,DB06075,CELL_DRUG,Daoy,0
42058,DB06075,CELL_DRUG,ONS-76,0
42404,DB00531,CELL_DRUG,PFSK-1,0
42604,DB00531,CELL_DRUG,Daoy,0
42605,DB00531,CELL_DRUG,D-283MED,0
42759,DB00531,CELL_DRUG,ONS-76,0
43256,DB01259,CELL_DRUG,Daoy,0
43319,DB01259,CELL_DRUG,ONS-76,0
43644,DB12015,CELL_DRUG,Daoy,0
43645,DB12015,CELL_DRUG,D-283MED,0
43754,DB12015,CELL_DRUG,ONS-76,0
44017,DB01097,CELL_DRUG,PFSK-1,0
44217,DB01097,CELL_DRUG,Daoy,0
44218,DB01097,CELL_DRUG,D-283MED,0
44366,DB01097,CELL_DRUG,ONS-76,0
44774,DB11689,CELL_DRUG,PFSK-1,0
44923,DB11689,CELL_DRUG,Daoy,0
44924,DB11689,CELL_DRUG,D-283MED,0
45301,DB09053,CELL_DRUG,PFSK-1,0
45472,DB09053,CELL_DRUG,Daoy,0
45473,DB09053,CELL_DRUG,D-283MED,0
45580,DB09053,CELL_DRUG,ONS-76,0
46042,DB00399,CELL_DRUG,D-283MED,0
46154,DB00399,CELL_DRUG,ONS-76,0
46486,DB00526,CELL_DRUG,Daoy,0
46487,DB00526,CELL_DRUG,D-283MED,0
46527,DB00526,CELL_DRUG,ONS-76,0
46586,DB00262,CELL_DRUG,PFSK-1,0
47230,DB11752,CELL_DRUG,Daoy,1
47299,DB11752,CELL_DRUG,ONS-76,1
47652,DB00262,CELL_DRUG,Daoy,0
47653,DB00262,CELL_DRUG,D-283MED,0
47803,DB00262,CELL_DRUG,ONS-76,0
48403,DB01073,CELL_DRUG,PFSK-1,0
48579,DB01073,CELL_DRUG,Daoy,0
48702,DB01073,CELL_DRUG,ONS-76,0
49014,DB01280,CELL_DRUG,PFSK-1,0
49210,DB01280,CELL_DRUG,Daoy,0
49211,DB01280,CELL_DRUG,D-283MED,0
49358,DB01280,CELL_DRUG,ONS-76,0
49722,DB00947,CELL_DRUG,PFSK-1,0
49815,DB00947,CELL_DRUG,Daoy,0
49816,DB00947,CELL_DRUG,D-283MED,0
49891,DB00947,CELL_DRUG,ONS-76,0
50233,DB13930,CELL_DRUG,Daoy,0
