,head,relation,tail,label
187,DB03010,CELL_DRUG,BHT-101,1
196,DB03010,CELL_DRUG,8305C,1
213,DB03010,CELL_DRUG,CAL-62,1
236,DB03010,CELL_DRUG,FTC-133,1
444,DB03010,CELL_DRUG,CGTH-W-1,1
500,DB03010,CELL_DRUG,8505C,1
508,DB03010,CELL_DRUG,HTC-C3,1
511,DB03010,CELL_DRUG,K5,1
584,DB03010,CELL_DRUG,IHH-4,1
599,DB03010,CELL_DRUG,ML-1,1
630,DB03010,CELL_DRUG,TT2609-C02,1
638,DB03010,CELL_DRUG,ASH-3,1
665,DB03010,CELL_DRUG,KMH-2,1
997,DB06603,CELL_DRUG,BHT-101,1
1001,DB06603,CELL_DRUG,8305C,1
1157,DB06603,CELL_DRUG,CGTH-W-1,1
1200,DB06603,CELL_DRUG,8505C,1
1207,DB06603,CELL_DRUG,K5,1
1258,DB06603,CELL_DRUG,IHH-4,1
1285,DB06603,CELL_DRUG,TT2609-C02,1
1288,DB06603,CELL_DRUG,ASH-3,1
1304,DB06603,CELL_DRUG,KMH-2,1
1458,DB00570,CELL_DRUG,ML-1,1
1469,DB00570,CELL_DRUG,KMH-2,1
1592,DB01248,CELL_DRUG,ML-1,1
1607,DB01248,CELL_DRUG,KMH-2,1
1689,DB00563,CELL_DRUG,CGTH-W-1,1
1786,DB06287,CELL_DRUG,CAL-62,1
1795,DB06287,CELL_DRUG,FTC-133,1
1863,DB06287,CELL_DRUG,CGTH-W-1,1
1874,DB06287,CELL_DRUG,8505C,1
1878,DB06287,CELL_DRUG,K5,1
2048,DB05134,CELL_DRUG,CGTH-W-1,1
2064,DB05134,CELL_DRUG,IHH-4,1
2073,DB05134,CELL_DRUG,TT2609-C02,1
2111,DB07101,CELL_DRUG,KMH-2,1
2218,DB08911,CELL_DRUG,KMH-2,1
2265,DB00997,CELL_DRUG,CAL-62,1
2349,DB00997,CELL_DRUG,K5,1
2368,DB00997,CELL_DRUG,IHH-4,1
2455,DB00441,CELL_DRUG,ML-1,1
2563,DB04690,CELL_DRUG,BHT-101,1
2576,DB04690,CELL_DRUG,CAL-62,1
2588,DB04690,CELL_DRUG,FTC-133,1
2742,DB04690,CELL_DRUG,IHH-4,1
2909,DB00570,CELL_DRUG,BHT-101,1
2916,DB00570,CELL_DRUG,8305C,1
2925,DB00570,CELL_DRUG,CAL-62,1
2942,DB00570,CELL_DRUG,FTC-133,1
3132,DB00570,CELL_DRUG,HTC-C3,1
3134,DB00570,CELL_DRUG,K5,1
3172,DB00570,CELL_DRUG,IHH-4,1
3198,DB00570,CELL_DRUG,ASH-3,1
3468,DB01248,CELL_DRUG,BHT-101,1
3476,DB01248,CELL_DRUG,8305C,1
3487,DB01248,CELL_DRUG,CAL-62,1
