,head,relation,tail,label
143,DB03010,CELL_DRUG,HCT-116,1
144,DB03010,CELL_DRUG,HCT-15,1
146,DB03010,CELL_DRUG,HT-29,1
162,DB03010,CELL_DRUG,COLO-205,1
163,DB03010,CELL_DRUG,SW620,1
168,DB03010,CELL_DRUG,HCC2998,1
183,DB03010,CELL_DRUG,KM12,1
288,DB03010,CELL_DRUG,HT55,1
289,DB03010,CELL_DRUG,HT-115,1
290,DB03010,CELL_DRUG,GP5d,1
307,DB03010,CELL_DRUG,LoVo,1
308,DB03010,CELL_DRUG,LS-123,1
309,DB03010,CELL_DRUG,LS-411N,1
310,DB03010,CELL_DRUG,LS-513,1
347,DB03010,CELL_DRUG,NCI-H747,1
370,DB03010,CELL_DRUG,RCM-1,1
374,DB03010,CELL_DRUG,RKO,1
388,DB03010,CELL_DRUG,SK-CO-1,1
403,DB03010,CELL_DRUG,SNU-C2B,1
408,DB03010,CELL_DRUG,SW1463,1
411,DB03010,CELL_DRUG,SW48,1
413,DB03010,CELL_DRUG,SW837,1
415,DB03010,CELL_DRUG,SW948,1
418,DB03010,CELL_DRUG,T84,1
445,DB03010,CELL_DRUG,COLO-320-HSR,1
453,DB03010,CELL_DRUG,C2BBe1,1
498,DB03010,CELL_DRUG,LS-1034,1
505,DB03010,CELL_DRUG,CaR-1,1
564,DB03010,CELL_DRUG,LS-180,1
567,DB03010,CELL_DRUG,CCK-81,1
597,DB03010,CELL_DRUG,MDST8,1
833,DB04297,CELL_DRUG,HCT-116,1
845,DB04297,CELL_DRUG,LS-411N,1
971,DB06603,CELL_DRUG,HCT-116,1
973,DB06603,CELL_DRUG,HT-29,1
985,DB06603,CELL_DRUG,COLO-205,1
986,DB06603,CELL_DRUG,SW620,1
991,DB06603,CELL_DRUG,HCC2998,1
995,DB06603,CELL_DRUG,KM12,1
1059,DB06603,CELL_DRUG,HT-115,1
1070,DB06603,CELL_DRUG,LoVo,1
1071,DB06603,CELL_DRUG,LS-123,1
1072,DB06603,CELL_DRUG,LS-411N,1
1073,DB06603,CELL_DRUG,LS-513,1
1098,DB06603,CELL_DRUG,NCI-H747,1
1099,DB06603,CELL_DRUG,NCI-H716,1
1128,DB06603,CELL_DRUG,SK-CO-1,1
1137,DB06603,CELL_DRUG,SNU-C2B,1
1139,DB06603,CELL_DRUG,SW1417,1
1158,DB06603,CELL_DRUG,COLO-320-HSR,1
1177,DB06603,CELL_DRUG,SNU-C1,1
1204,DB06603,CELL_DRUG,CaR-1,1
1248,DB06603,CELL_DRUG,CCK-81,1
1265,DB06603,CELL_DRUG,MDST8,1
1368,DB06603,CELL_DRUG,SNU-1040,1
1369,DB06603,CELL_DRUG,SNU-175,1
1370,DB06603,CELL_DRUG,SNU-407,1
1371,DB06603,CELL_DRUG,SNU-61,1
1690,DB00563,CELL_DRUG,COLO-320-HSR,1
1730,DB00563,CELL_DRUG,SNU-C5,1
1902,DB06287,CELL_DRUG,MDST8,1
1962,DB06287,CELL_DRUG,SNU-81,1
1979,DB06469,CELL_DRUG,LoVo,1
2011,DB05134,CELL_DRUG,HT-29,1
2016,DB05134,CELL_DRUG,COLO-205,1
2040,DB05134,CELL_DRUG,SW48,1
2060,DB05134,CELL_DRUG,LS-180,1
2244,DB00997,CELL_DRUG,HCT-116,1
2329,DB00997,CELL_DRUG,SW48,1
2373,DB00997,CELL_DRUG,MDST8,1
2489,DB04690,CELL_DRUG,SW620,1
2492,DB04690,CELL_DRUG,GP5d,1
2493,DB04690,CELL_DRUG,LoVo,1
2494,DB04690,CELL_DRUG,NCI-H508,1
2495,DB04690,CELL_DRUG,RKO,1
2496,DB04690,CELL_DRUG,SK-CO-1,1
2497,DB04690,CELL_DRUG,SW48,1
2501,DB04690,CELL_DRUG,CL-40,1
2502,DB04690,CELL_DRUG,MDST8,1
2503,DB04690,CELL_DRUG,SNU-175,1
2877,DB00570,CELL_DRUG,HCT-116,1
2878,DB00570,CELL_DRUG,HCT-15,1
2880,DB00570,CELL_DRUG,HT-29,1
2892,DB00570,CELL_DRUG,COLO-205,1
2893,DB00570,CELL_DRUG,SW620,1
2898,DB00570,CELL_DRUG,HCC2998,1
2906,DB00570,CELL_DRUG,KM12,1
2977,DB00570,CELL_DRUG,HT55,1
2978,DB00570,CELL_DRUG,GP5d,1
2993,DB00570,CELL_DRUG,LoVo,1
2994,DB00570,CELL_DRUG,LS-411N,1
3048,DB00570,CELL_DRUG,RKO,1
3056,DB00570,CELL_DRUG,SK-CO-1,1
3065,DB00570,CELL_DRUG,SNU-C2B,1
3071,DB00570,CELL_DRUG,SW48,1
3072,DB00570,CELL_DRUG,SW948,1
3074,DB00570,CELL_DRUG,T84,1
3088,DB00570,CELL_DRUG,COLO-320-HSR,1
3129,DB00570,CELL_DRUG,CaR-1,1
3164,DB00570,CELL_DRUG,CCK-81,1
3165,DB00570,CELL_DRUG,CL-40,1
3178,DB00570,CELL_DRUG,MDST8,1
3266,DB00570,CELL_DRUG,SNU-175,1
3267,DB00570,CELL_DRUG,SNU-407,1
3268,DB00570,CELL_DRUG,SNU-C5,1
3437,DB01248,CELL_DRUG,HCT-116,1
3438,DB01248,CELL_DRUG,HCT-15,1
3440,DB01248,CELL_DRUG,HT-29,1
3450,DB01248,CELL_DRUG,COLO-205,1
3451,DB01248,CELL_DRUG,SW620,1
3457,DB01248,CELL_DRUG,HCC2998,1
3465,DB01248,CELL_DRUG,KM12,1
3545,DB01248,CELL_DRUG,HT55,1
3546,DB01248,CELL_DRUG,GP5d,1
3563,DB01248,CELL_DRUG,LoVo,1
3564,DB01248,CELL_DRUG,LS-411N,1
3565,DB01248,CELL_DRUG,LS-513,1
3600,DB01248,CELL_DRUG,NCI-H716,1
3624,DB01248,CELL_DRUG,RKO,1
3635,DB01248,CELL_DRUG,SK-CO-1,1
3646,DB01248,CELL_DRUG,SNU-C2B,1
3652,DB01248,CELL_DRUG,SW48,1
3654,DB01248,CELL_DRUG,SW948,1
3656,DB01248,CELL_DRUG,T84,1
3675,DB01248,CELL_DRUG,COLO-320-HSR,1
3716,DB01248,CELL_DRUG,LS-1034,1
3722,DB01248,CELL_DRUG,CaR-1,1
3768,DB01248,CELL_DRUG,LS-180,1
3771,DB01248,CELL_DRUG,CCK-81,1
3772,DB01248,CELL_DRUG,CL-40,1
3795,DB01248,CELL_DRUG,MDST8,1
3916,DB01248,CELL_DRUG,SNU-175,1
3917,DB01248,CELL_DRUG,SNU-407,1
3918,DB01248,CELL_DRUG,SNU-C5,1
4010,DB02010,CELL_DRUG,HCT-116,1
4011,DB02010,CELL_DRUG,HCT-15,1
4019,DB02010,CELL_DRUG,COLO-205,1
4020,DB02010,CELL_DRUG,SW620,1
4025,DB02010,CELL_DRUG,HCC2998,1
4032,DB02010,CELL_DRUG,KM12,1
4091,DB02010,CELL_DRUG,HT-115,1
4092,DB02010,CELL_DRUG,GP5d,1
4104,DB02010,CELL_DRUG,LoVo,1
4105,DB02010,CELL_DRUG,LS-123,1
4106,DB02010,CELL_DRUG,LS-411N,1
4132,DB02010,CELL_DRUG,NCI-H747,1
4133,DB02010,CELL_DRUG,NCI-H716,1
4156,DB02010,CELL_DRUG,SK-CO-1,1
4163,DB02010,CELL_DRUG,SNU-C2B,1
4169,DB02010,CELL_DRUG,SW48,1
4171,DB02010,CELL_DRUG,SW948,1
4221,DB02010,CELL_DRUG,CaR-1,1
4247,DB02010,CELL_DRUG,CL-40,1
4262,DB02010,CELL_DRUG,MDST8,1
4340,DB02010,CELL_DRUG,SNU-175,1
4341,DB02010,CELL_DRUG,SNU-407,1
4373,DB07101,CELL_DRUG,COLO-205,1
4374,DB07101,CELL_DRUG,HCC2998,1
4389,DB07101,CELL_DRUG,LS-411N,1
4398,DB07101,CELL_DRUG,CL-40,1
4402,DB07101,CELL_DRUG,CL-11,1
4494,DB01229,CELL_DRUG,HCT-116,1
4496,DB01229,CELL_DRUG,HT-29,1
4505,DB01229,CELL_DRUG,COLO-205,1
4506,DB01229,CELL_DRUG,SW620,1
4510,DB01229,CELL_DRUG,HCC2998,1
4516,DB01229,CELL_DRUG,KM12,1
4577,DB01229,CELL_DRUG,GP5d,1
4636,DB01229,CELL_DRUG,RKO,1
4645,DB01229,CELL_DRUG,SK-CO-1,1
4655,DB01229,CELL_DRUG,SW48,1
4656,DB01229,CELL_DRUG,SW948,1
4658,DB01229,CELL_DRUG,T84,1
4668,DB01229,CELL_DRUG,COLO-320-HSR,1
4703,DB01229,CELL_DRUG,CaR-1,1
4734,DB01229,CELL_DRUG,CL-40,1
4743,DB01229,CELL_DRUG,MDST8,1
4806,DB01229,CELL_DRUG,SNU-175,1
4842,DB00877,CELL_DRUG,HCT-15,1
4856,DB00877,CELL_DRUG,KM12,1
4905,DB00877,CELL_DRUG,LoVo,1
4906,DB00877,CELL_DRUG,LS-411N,1
4999,DB00877,CELL_DRUG,MDST8,1
5071,DB00441,CELL_DRUG,HCT-116,1
5120,DB00441,CELL_DRUG,GP5d,1
5129,DB00441,CELL_DRUG,LoVo,1
5154,DB00441,CELL_DRUG,RKO,1
5250,DB00441,CELL_DRUG,SNU-C5,1
5415,DB00188,CELL_DRUG,HCT-116,1
5416,DB00188,CELL_DRUG,HCT-15,1
5418,DB00188,CELL_DRUG,HT-29,1
5430,DB00188,CELL_DRUG,COLO-205,1
5431,DB00188,CELL_DRUG,SW620,1
5437,DB00188,CELL_DRUG,HCC2998,1
5448,DB00188,CELL_DRUG,KM12,1
5541,DB00188,CELL_DRUG,HT55,1
5543,DB00188,CELL_DRUG,GP5d,1
5562,DB00188,CELL_DRUG,LoVo,1
5563,DB00188,CELL_DRUG,LS-123,1
5564,DB00188,CELL_DRUG,LS-411N,1
5602,DB00188,CELL_DRUG,NCI-H747,1
5603,DB00188,CELL_DRUG,NCI-H716,1
5626,DB00188,CELL_DRUG,RCM-1,1
5630,DB00188,CELL_DRUG,RKO,1
5641,DB00188,CELL_DRUG,SK-CO-1,1
5652,DB00188,CELL_DRUG,SNU-C2B,1
5656,DB00188,CELL_DRUG,SW1116,1
5657,DB00188,CELL_DRUG,SW1417,1
5658,DB00188,CELL_DRUG,SW1463,1
5661,DB00188,CELL_DRUG,SW48,1
5664,DB00188,CELL_DRUG,SW837,1
5666,DB00188,CELL_DRUG,SW948,1
5668,DB00188,CELL_DRUG,T84,1
5691,DB00188,CELL_DRUG,CW-2,1
5693,DB00188,CELL_DRUG,COLO-320-HSR,1
5700,DB00188,CELL_DRUG,C2BBe1,1
5714,DB00188,CELL_DRUG,SNU-C1,1
5744,DB00188,CELL_DRUG,CaR-1,1
5794,DB00188,CELL_DRUG,LS-180,1
5797,DB00188,CELL_DRUG,CCK-81,1
5798,DB00188,CELL_DRUG,CL-40,1
5823,DB00188,CELL_DRUG,MDST8,1
5857,DB00188,CELL_DRUG,CL-11,1
5957,DB00188,CELL_DRUG,SNU-175,1
5958,DB00188,CELL_DRUG,SNU-407,1
5959,DB00188,CELL_DRUG,SNU-61,1
5960,DB00188,CELL_DRUG,SNU-C5,1
6012,DB12731,CELL_DRUG,HCT-116,1
6013,DB12731,CELL_DRUG,HCT-15,1
6014,DB12731,CELL_DRUG,HT-29,1
6025,DB12731,CELL_DRUG,SW620,1
6076,DB12731,CELL_DRUG,LoVo,1
6077,DB12731,CELL_DRUG,LS-123,1
6078,DB12731,CELL_DRUG,LS-513,1
6114,DB12731,CELL_DRUG,RCM-1,1
6116,DB12731,CELL_DRUG,RKO,1
6125,DB12731,CELL_DRUG,SK-CO-1,1
6135,DB12731,CELL_DRUG,SW1116,1
6139,DB12731,CELL_DRUG,SW948,1
6141,DB12731,CELL_DRUG,T84,1
6153,DB12731,CELL_DRUG,CW-2,1
6155,DB12731,CELL_DRUG,COLO-320-HSR,1
6163,DB12731,CELL_DRUG,SNU-C1,1
6177,DB12731,CELL_DRUG,LS-1034,1
6179,DB12731,CELL_DRUG,CaR-1,1
6211,DB12731,CELL_DRUG,LS-180,1
6214,DB12731,CELL_DRUG,CCK-81,1
6278,DB08911,CELL_DRUG,HCT-116,1
6279,DB08911,CELL_DRUG,HT-29,1
6280,DB08911,CELL_DRUG,COLO-205,1
6281,DB08911,CELL_DRUG,HCC2998,1
6283,DB08911,CELL_DRUG,HT55,1
6284,DB08911,CELL_DRUG,LoVo,1
6285,DB08911,CELL_DRUG,LS-411N,1
6286,DB08911,CELL_DRUG,LS-513,1
6287,DB08911,CELL_DRUG,NCI-H747,1
6288,DB08911,CELL_DRUG,NCI-H716,1
6289,DB08911,CELL_DRUG,RCM-1,1
6290,DB08911,CELL_DRUG,SK-CO-1,1
6291,DB08911,CELL_DRUG,SW1463,1
6292,DB08911,CELL_DRUG,SNU-C1,1
