,head,relation,tail,label
230,DB03010,CELL_DRUG,EHEB,1
1051,DB06603,CELL_DRUG,JVM-3,1
1406,DB00570,CELL_DRUG,EHEB,1
1662,DB00563,CELL_DRUG,JVM-3,1
1810,DB06287,CELL_DRUG,JVM-3,1
2143,DB12731,CELL_DRUG,EHEB,1
2290,DB00997,CELL_DRUG,JVM-2,1
2291,DB00997,CELL_DRUG,JVM-3,1
2608,DB04690,CELL_DRUG,JVM-2,1
2609,DB04690,CELL_DRUG,JVM-3,1
2968,DB00570,CELL_DRUG,JVM-2,1
2969,DB00570,CELL_DRUG,JVM-3,1
3533,DB01248,CELL_DRUG,JVM-2,1
3534,DB01248,CELL_DRUG,JVM-3,1
4080,DB02010,CELL_DRUG,JVM-2,1
4081,DB02010,CELL_DRUG,JVM-3,1
4353,DB05220,CELL_DRUG,JVM-3,1
4569,DB01229,CELL_DRUG,JVM-2,1
4570,DB01229,CELL_DRUG,JVM-3,1
4892,DB00877,CELL_DRUG,JVM-2,1
4893,DB00877,CELL_DRUG,JVM-3,1
5115,DB00441,CELL_DRUG,JVM-2,1
5116,DB00441,CELL_DRUG,JVM-3,1
5527,DB00188,CELL_DRUG,JVM-2,1
5528,DB00188,CELL_DRUG,JVM-3,1
6063,DB12731,CELL_DRUG,JVM-3,1
6387,DB00445,CELL_DRUG,JVM-2,1
6388,DB00445,CELL_DRUG,JVM-3,1
6474,DB00444,CELL_DRUG,JVM-2,1
6475,DB00444,CELL_DRUG,JVM-3,1
6512,DB01204,CELL_DRUG,JVM-2,1
6642,DB00970,CELL_DRUG,JVM-2,1
6643,DB00970,CELL_DRUG,JVM-3,1
6907,DB00541,CELL_DRUG,JVM-2,1
6908,DB00541,CELL_DRUG,JVM-3,1
7698,DB00361,CELL_DRUG,JVM-2,1
7699,DB00361,CELL_DRUG,JVM-3,1
7953,DB00530,CELL_DRUG,EHEB,0
8030,DB01268,CELL_DRUG,EHEB,0
8034,DB01268,CELL_DRUG,JVM-2,0
8035,DB01268,CELL_DRUG,JVM-3,0
8193,DB00619,CELL_DRUG,EHEB,0
8201,DB00619,CELL_DRUG,JVM-2,0
8317,DB08865,CELL_DRUG,EHEB,0
8383,DB11805,CELL_DRUG,JVM-2,0
8384,DB11805,CELL_DRUG,JVM-3,0
8555,DB00205,CELL_DRUG,JVM-2,0
8556,DB00205,CELL_DRUG,JVM-3,0
8850,DB06195,CELL_DRUG,EHEB,0
8867,DB06195,CELL_DRUG,JVM-2,0
8868,DB06195,CELL_DRUG,JVM-3,0
9075,DB01259,CELL_DRUG,EHEB,0
9164,DB00773,CELL_DRUG,JVM-2,0
9165,DB00773,CELL_DRUG,JVM-3,0
9370,DB01128,CELL_DRUG,EHEB,0
9378,DB01128,CELL_DRUG,JVM-2,0
9607,DB15399,CELL_DRUG,EHEB,0
9629,DB06075,CELL_DRUG,EHEB,0
9844,DB00307,CELL_DRUG,EHEB,0
9878,DB00307,CELL_DRUG,JVM-2,0
9879,DB00307,CELL_DRUG,JVM-3,0
10328,DB00290,CELL_DRUG,JVM-3,0
10818,DB00914,CELL_DRUG,JVM-2,0
10819,DB00914,CELL_DRUG,JVM-3,0
11570,DB06589,CELL_DRUG,EHEB,0
11598,DB06589,CELL_DRUG,JVM-2,0
11599,DB06589,CELL_DRUG,JVM-3,0
11962,DB04960,CELL_DRUG,JVM-2,0
11963,DB04960,CELL_DRUG,JVM-3,0
12550,DB04769,CELL_DRUG,JVM-2,0
13043,DB06486,CELL_DRUG,JVM-2,0
13682,DB09054,CELL_DRUG,JVM-2,0
13683,DB09054,CELL_DRUG,JVM-3,0
14240,DB08875,CELL_DRUG,JVM-2,0
14502,DB12874,CELL_DRUG,JVM-2,0
14891,DB07794,CELL_DRUG,JVM-2,0
14892,DB07794,CELL_DRUG,JVM-3,0
15919,DB11363,CELL_DRUG,JVM-2,0
15920,DB11363,CELL_DRUG,JVM-3,0
16490,DB05524,CELL_DRUG,JVM-2,0
16491,DB05524,CELL_DRUG,JVM-3,0
16884,DB12742,CELL_DRUG,JVM-2,0
17596,DB05913,CELL_DRUG,JVM-2,0
17597,DB05913,CELL_DRUG,JVM-3,0
18689,DB07080,CELL_DRUG,JVM-2,0
18690,DB07080,CELL_DRUG,JVM-3,0
19530,DB13978,CELL_DRUG,JVM-2,0
19531,DB13978,CELL_DRUG,JVM-3,0
20269,DB07859,CELL_DRUG,EHEB,0
20289,DB07859,CELL_DRUG,JVM-2,0
20290,DB07859,CELL_DRUG,JVM-3,0
20661,DB05424,CELL_DRUG,EHEB,0
20666,DB05424,CELL_DRUG,JVM-2,0
20667,DB05424,CELL_DRUG,JVM-3,0
20838,DB11963,CELL_DRUG,JVM-2,0
21070,DB11772,CELL_DRUG,EHEB,0
21096,DB11772,CELL_DRUG,JVM-2,0
21097,DB11772,CELL_DRUG,JVM-3,0
21616,DB00642,CELL_DRUG,JVM-2,0
22007,DB03496,CELL_DRUG,JVM-2,0
22013,DB06603,CELL_DRUG,JVM-2,0
22286,DB01700,CELL_DRUG,EHEB,0
22340,DB01700,CELL_DRUG,JVM-2,0
22341,DB01700,CELL_DRUG,JVM-3,0
22955,DB00515,CELL_DRUG,EHEB,0
23022,DB00987,CELL_DRUG,EHEB,0
23870,DB09074,CELL_DRUG,EHEB,0
24188,DB07232,CELL_DRUG,EHEB,0
24231,DB07232,CELL_DRUG,JVM-2,0
25204,DB00480,CELL_DRUG,EHEB,0
25249,DB00480,CELL_DRUG,JVM-2,0
25250,DB00480,CELL_DRUG,JVM-3,0
25801,DB06626,CELL_DRUG,EHEB,0
26575,DB08828,CELL_DRUG,EHEB,0
26622,DB08828,CELL_DRUG,JVM-2,0
27237,DB06999,CELL_DRUG,EHEB,0
27347,DB03044,CELL_DRUG,EHEB,0
27491,DB11689,CELL_DRUG,EHEB,0
27793,DB00002,CELL_DRUG,EHEB,0
27841,DB00002,CELL_DRUG,JVM-2,0
27842,DB00002,CELL_DRUG,JVM-3,0
28519,DB07594,CELL_DRUG,EHEB,0
28534,DB07594,CELL_DRUG,JVM-2,0
29008,DB12332,CELL_DRUG,EHEB,0
29035,DB12332,CELL_DRUG,JVM-2,0
29792,DB00853,CELL_DRUG,EHEB,0
29922,DB08916,CELL_DRUG,EHEB,0
30034,DB00947,CELL_DRUG,EHEB,0
30409,DB01128,CELL_DRUG,JVM-3,0
31664,DB00317,CELL_DRUG,JVM-2,0
38596,DB00675,CELL_DRUG,JVM-2,0
41362,DB08877,CELL_DRUG,JVM-3,0
42003,DB06075,CELL_DRUG,JVM-2,0
42661,DB00531,CELL_DRUG,JVM-2,0
42662,DB00531,CELL_DRUG,JVM-3,0
44278,DB01097,CELL_DRUG,JVM-2,0
44279,DB01097,CELL_DRUG,JVM-3,0
44973,DB11689,CELL_DRUG,JVM-2,0
44974,DB11689,CELL_DRUG,JVM-3,0
46084,DB00399,CELL_DRUG,JVM-2,0
46085,DB00399,CELL_DRUG,JVM-3,0
46605,DB00877,CELL_DRUG,EHEB,1
46703,DB00188,CELL_DRUG,EHEB,1
47714,DB00262,CELL_DRUG,JVM-2,0
47715,DB00262,CELL_DRUG,JVM-3,0
48633,DB01073,CELL_DRUG,JVM-2,0
49272,DB01280,CELL_DRUG,JVM-2,0
49273,DB01280,CELL_DRUG,JVM-3,0
