,head,relation,tail,label
253,DB03010,CELL_DRUG,HEC-1,1
319,DB03010,CELL_DRUG,MFE-296,1
398,DB03010,CELL_DRUG,SNG-M,1
448,DB03010,CELL_DRUG,COLO-684,1
461,DB03010,CELL_DRUG,AN3-CA,1
510,DB03010,CELL_DRUG,KLE,1
568,DB03010,CELL_DRUG,EN,1
598,DB03010,CELL_DRUG,MFE-319,1
1035,DB06603,CELL_DRUG,HEC-1,1
1134,DB06603,CELL_DRUG,SNG-M,1
1161,DB06603,CELL_DRUG,COLO-684,1
1169,DB06603,CELL_DRUG,AN3-CA,1
1249,DB06603,CELL_DRUG,EN,1
1266,DB06603,CELL_DRUG,MFE-319,1
1692,DB00563,CELL_DRUG,COLO-684,1
1821,DB06287,CELL_DRUG,MFE-296,1
1864,DB06287,CELL_DRUG,COLO-684,1
1867,DB06287,CELL_DRUG,AN3-CA,1
1903,DB06287,CELL_DRUG,MFE-319,1
2328,DB00997,CELL_DRUG,SNG-M,1
3000,DB00570,CELL_DRUG,MFE-296,1
3062,DB00570,CELL_DRUG,SNG-M,1
3091,DB00570,CELL_DRUG,COLO-684,1
3179,DB00570,CELL_DRUG,MFE-319,1
3643,DB01248,CELL_DRUG,SNG-M,1
3678,DB01248,CELL_DRUG,COLO-684,1
3686,DB01248,CELL_DRUG,AN3-CA,1
3773,DB01248,CELL_DRUG,EN,1
3796,DB01248,CELL_DRUG,MFE-319,1
4160,DB02010,CELL_DRUG,SNG-M,1
4650,DB01229,CELL_DRUG,SNG-M,1
4677,DB01229,CELL_DRUG,AN3-CA,1
4744,DB01229,CELL_DRUG,MFE-319,1
5162,DB00441,CELL_DRUG,SNG-M,1
5506,DB00188,CELL_DRUG,HEC-1,1
5569,DB00188,CELL_DRUG,MFE-280,1
5570,DB00188,CELL_DRUG,MFE-296,1
5648,DB00188,CELL_DRUG,SNG-M,1
5696,DB00188,CELL_DRUG,COLO-684,1
5707,DB00188,CELL_DRUG,AN3-CA,1
5749,DB00188,CELL_DRUG,KLE,1
5799,DB00188,CELL_DRUG,EN,1
5824,DB00188,CELL_DRUG,MFE-319,1
6083,DB12731,CELL_DRUG,MFE-280,1
6130,DB12731,CELL_DRUG,SNG-M,1
6156,DB12731,CELL_DRUG,COLO-684,1
6215,DB12731,CELL_DRUG,EN,1
6724,DB00970,CELL_DRUG,AN3-CA,1
6962,DB00541,CELL_DRUG,SNG-M,1
7250,DB00970,CELL_DRUG,HEC-1,1
7282,DB00970,CELL_DRUG,MFE-280,1
7283,DB00970,CELL_DRUG,MFE-296,1
7350,DB00970,CELL_DRUG,COLO-684,1
7417,DB00970,CELL_DRUG,EN,1
7431,DB00970,CELL_DRUG,MFE-319,1
7772,DB00361,CELL_DRUG,SNG-M,1
7790,DB00361,CELL_DRUG,COLO-684,1
7798,DB00361,CELL_DRUG,AN3-CA,1
7863,DB00361,CELL_DRUG,MFE-319,1
8071,DB01268,CELL_DRUG,COLO-684,0
8082,DB01268,CELL_DRUG,KLE,0
8247,DB00619,CELL_DRUG,COLO-684,0
8263,DB00619,CELL_DRUG,KLE,0
8419,DB11805,CELL_DRUG,COLO-684,0
8964,DB06195,CELL_DRUG,COLO-684,0
9178,DB00773,CELL_DRUG,MFE-280,0
9256,DB00773,CELL_DRUG,EN,0
9385,DB01128,CELL_DRUG,MFE-280,0
9432,DB01128,CELL_DRUG,KLE,0
9860,DB00307,CELL_DRUG,HEC-1,0
9909,DB00307,CELL_DRUG,MFE-280,0
9910,DB00307,CELL_DRUG,MFE-296,0
10016,DB00307,CELL_DRUG,COLO-684,0
10057,DB00307,CELL_DRUG,KLE,0
10107,DB00307,CELL_DRUG,EN,0
10322,DB00290,CELL_DRUG,HEC-1,0
10350,DB00290,CELL_DRUG,MFE-280,0
10394,DB00290,CELL_DRUG,COLO-684,0
10440,DB00290,CELL_DRUG,EN,0
10791,DB00914,CELL_DRUG,HEC-1,0
10872,DB00914,CELL_DRUG,MFE-280,0
10873,DB00914,CELL_DRUG,MFE-296,0
10970,DB00914,CELL_DRUG,SNG-M,0
11029,DB00914,CELL_DRUG,COLO-684,0
11044,DB00914,CELL_DRUG,AN3-CA,0
11098,DB00914,CELL_DRUG,KLE,0
