,head,relation,tail,label
37,DB03010,CELL_DRUG,DMS-273,1
38,DB03010,CELL_DRUG,NCI-H1048,1
39,DB03010,CELL_DRUG,NCI-H1417,1
40,DB03010,CELL_DRUG,NCI-H1694,1
41,DB03010,CELL_DRUG,NCI-H1963,1
42,DB03010,CELL_DRUG,NCI-H209,1
43,DB03010,CELL_DRUG,NCI-H2141,1
44,DB03010,CELL_DRUG,NCI-H2171,1
45,DB03010,CELL_DRUG,NCI-H446,1
46,DB03010,CELL_DRUG,NCI-H526,1
47,DB03010,CELL_DRUG,NCI-H64,1
48,DB03010,CELL_DRUG,NCI-H69,1
49,DB03010,CELL_DRUG,NCI-H82,1
52,DB03010,CELL_DRUG,SBC-5,1
53,DB03010,CELL_DRUG,LU-135,1
71,DB03010,CELL_DRUG,SHP-77,1
93,DB03010,CELL_DRUG,CPC-N,1
103,DB03010,CELL_DRUG,IST-SL1,1
104,DB03010,CELL_DRUG,IST-SL2,1
116,DB03010,CELL_DRUG,LB647-SCLC,1
121,DB03010,CELL_DRUG,LU-134-A,1
123,DB03010,CELL_DRUG,MS-1,1
126,DB03010,CELL_DRUG,NCI-H1304,1
128,DB03010,CELL_DRUG,NCI-H510A,1
130,DB03010,CELL_DRUG,SBC-3,1
353,DB03010,CELL_DRUG,NCI-H1436,1
358,DB03010,CELL_DRUG,NCI-H2081,1
359,DB03010,CELL_DRUG,NCI-H524,1
360,DB03010,CELL_DRUG,NCI-H748,1
449,DB03010,CELL_DRUG,COLO-668,1
492,DB03010,CELL_DRUG,COR-L279,1
602,DB03010,CELL_DRUG,NCI-H1836,1
605,DB03010,CELL_DRUG,NCI-H211,1
608,DB03010,CELL_DRUG,NCI-H841,1
609,DB03010,CELL_DRUG,NCI-H847,1
676,DB03010,CELL_DRUG,NCI-H1688,1
695,DB03010,CELL_DRUG,SW1271,1
704,DB03010,CELL_DRUG,HCC-33,1
743,DB08142,CELL_DRUG,COR-L311,1
837,DB04297,CELL_DRUG,COR-L88,1
849,DB04297,CELL_DRUG,NCI-H1105,1
876,DB04297,CELL_DRUG,NCI-H847,1
878,DB04297,CELL_DRUG,COR-L303,1
912,DB06603,CELL_DRUG,COR-L311,1
913,DB06603,CELL_DRUG,NCI-H1694,1
914,DB06603,CELL_DRUG,NCI-H187,1
915,DB06603,CELL_DRUG,NCI-H2029,1
916,DB06603,CELL_DRUG,NCI-H209,1
917,DB06603,CELL_DRUG,NCI-H345,1
918,DB06603,CELL_DRUG,NCI-H446,1
919,DB06603,CELL_DRUG,NCI-H526,1
920,DB06603,CELL_DRUG,NCI-H64,1
921,DB06603,CELL_DRUG,NCI-H69,1
924,DB06603,CELL_DRUG,SBC-5,1
925,DB06603,CELL_DRUG,SBC-1,1
