,head,relation,tail,label
50,DB03010,CELL_DRUG,SK-N-DZ,1
54,DB03010,CELL_DRUG,SK-N-SH,1
133,DB03010,CELL_DRUG,BE2-M17,1
134,DB03010,CELL_DRUG,KELLY,1
135,DB03010,CELL_DRUG,SIMA,1
207,DB03010,CELL_DRUG,CHP-212,1
242,DB03010,CELL_DRUG,GI-ME-N,1
271,DB03010,CELL_DRUG,IMR-5,1
313,DB03010,CELL_DRUG,MC-IXC,1
321,DB03010,CELL_DRUG,MHH-NB-11,1
335,DB03010,CELL_DRUG,NB69,1
339,DB03010,CELL_DRUG,NH-12,1
443,DB03010,CELL_DRUG,CHP-126,1
460,DB03010,CELL_DRUG,TGW,1
534,DB03010,CELL_DRUG,KP-N-YS,1
554,DB03010,CELL_DRUG,NB10,1
555,DB03010,CELL_DRUG,NB12,1
556,DB03010,CELL_DRUG,NB6,1
557,DB03010,CELL_DRUG,NB7,1
558,DB03010,CELL_DRUG,NB5,1
559,DB03010,CELL_DRUG,NB13,1
560,DB03010,CELL_DRUG,NB14,1
561,DB03010,CELL_DRUG,NB1,1
601,DB03010,CELL_DRUG,NB(TU)1-10,1
746,DB04769,CELL_DRUG,CHP-212,1
789,DB12742,CELL_DRUG,NB7,1
803,DB00642,CELL_DRUG,MC-IXC,1
808,DB05220,CELL_DRUG,MHH-NB-11,1
809,DB05220,CELL_DRUG,KP-N-YS,1
831,DB04297,CELL_DRUG,SK-N-FI,1
832,DB04297,CELL_DRUG,SIMA,1
838,DB04297,CELL_DRUG,CHP-212,1
846,DB04297,CELL_DRUG,MC-IXC,1
848,DB04297,CELL_DRUG,NB69,1
859,DB04297,CELL_DRUG,TGW,1
863,DB04297,CELL_DRUG,KP-N-YS,1
867,DB04297,CELL_DRUG,NB10,1
868,DB04297,CELL_DRUG,NB13,1
869,DB04297,CELL_DRUG,NB1,1
875,DB04297,CELL_DRUG,NB(TU)1-10,1
922,DB06603,CELL_DRUG,SK-N-DZ,1
923,DB06603,CELL_DRUG,SK-N-FI,1
926,DB06603,CELL_DRUG,SK-N-SH,1
928,DB06603,CELL_DRUG,SK-N-AS,1
964,DB06603,CELL_DRUG,BE2-M17,1
965,DB06603,CELL_DRUG,KELLY,1
966,DB06603,CELL_DRUG,SIMA,1
1009,DB06603,CELL_DRUG,CHP-212,1
1025,DB06603,CELL_DRUG,GI-ME-N,1
1026,DB06603,CELL_DRUG,GOTO,1
1047,DB06603,CELL_DRUG,IMR-5,1
1064,DB06603,CELL_DRUG,KP-N-YN,1
1075,DB06603,CELL_DRUG,MC-IXC,1
1080,DB06603,CELL_DRUG,MHH-NB-11,1
1090,DB06603,CELL_DRUG,NB69,1
1094,DB06603,CELL_DRUG,NH-12,1
1168,DB06603,CELL_DRUG,TGW,1
1192,DB06603,CELL_DRUG,CHP-134,1
1220,DB06603,CELL_DRUG,KP-N-YS,1
1235,DB06603,CELL_DRUG,LAN-6,1
1236,DB06603,CELL_DRUG,NB10,1
1237,DB06603,CELL_DRUG,NB6,1
1238,DB06603,CELL_DRUG,NB7,1
1239,DB06603,CELL_DRUG,NB5,1
1240,DB06603,CELL_DRUG,NB13,1
1241,DB06603,CELL_DRUG,NB14,1
1242,DB06603,CELL_DRUG,NB1,1
1267,DB06603,CELL_DRUG,NB(TU)1-10,1
1415,DB00570,CELL_DRUG,MC-IXC,1
1417,DB00570,CELL_DRUG,MHH-NB-11,1
1432,DB00570,CELL_DRUG,CHP-126,1
1443,DB00570,CELL_DRUG,KP-N-YS,1
1450,DB00570,CELL_DRUG,LAN-6,1
1451,DB00570,CELL_DRUG,NB17,1
1452,DB00570,CELL_DRUG,NB5,1
1546,DB01248,CELL_DRUG,MC-IXC,1
1548,DB01248,CELL_DRUG,MHH-NB-11,1
1574,DB01248,CELL_DRUG,KP-N-YS,1
1582,DB01248,CELL_DRUG,LAN-6,1
1583,DB01248,CELL_DRUG,NB6,1
1584,DB01248,CELL_DRUG,NB17,1
1585,DB01248,CELL_DRUG,NB5,1
1695,DB00563,CELL_DRUG,TGW,1
1736,DB12340,CELL_DRUG,CHP-126,1
1766,DB06287,CELL_DRUG,KELLY,1
1785,DB06287,CELL_DRUG,CHP-212,1
1831,DB06287,CELL_DRUG,NB69,1
1980,DB06469,CELL_DRUG,MC-IXC,1
1989,DB06469,CELL_DRUG,NB14,1
2021,DB05134,CELL_DRUG,CHP-212,1
2149,DB12731,CELL_DRUG,MC-IXC,1
2159,DB12731,CELL_DRUG,CHP-126,1
2165,DB12731,CELL_DRUG,NB5,1
2187,DB11760,CELL_DRUG,MC-IXC,1
2209,DB08911,CELL_DRUG,NB5,1
2270,DB00997,CELL_DRUG,GI-ME-N,1
2271,DB00997,CELL_DRUG,GOTO,1
2285,DB00997,CELL_DRUG,IMR-5,1
2300,DB00997,CELL_DRUG,MC-IXC,1
2311,DB00997,CELL_DRUG,NB69,1
2361,DB00997,CELL_DRUG,NB10,1
2362,DB00997,CELL_DRUG,NB1,1
2428,DB00441,CELL_DRUG,MC-IXC,1
2449,DB00441,CELL_DRUG,NB17,1
2450,DB00441,CELL_DRUG,NB5,1
2522,DB04690,CELL_DRUG,SK-N-DZ,1
2546,DB04690,CELL_DRUG,KELLY,1
2547,DB04690,CELL_DRUG,SIMA,1
2573,DB04690,CELL_DRUG,CHP-212,1
2592,DB04690,CELL_DRUG,GOTO,1
2606,DB04690,CELL_DRUG,IMR-5,1
2620,DB04690,CELL_DRUG,KP-N-YN,1
2643,DB04690,CELL_DRUG,NB69,1
2646,DB04690,CELL_DRUG,NH-12,1
2704,DB04690,CELL_DRUG,CHP-134,1
2729,DB04690,CELL_DRUG,NB10,1
2730,DB04690,CELL_DRUG,NB13,1
2731,DB04690,CELL_DRUG,NB14,1
2746,DB04690,CELL_DRUG,NB(TU)1-10,1
2829,DB00570,CELL_DRUG,SK-N-DZ,1
2830,DB00570,CELL_DRUG,SK-N-FI,1
2835,DB00570,CELL_DRUG,SK-N-AS,1
2869,DB00570,CELL_DRUG,BE2-M17,1
2870,DB00570,CELL_DRUG,KELLY,1
2871,DB00570,CELL_DRUG,SIMA,1
2922,DB00570,CELL_DRUG,CHP-212,1
2947,DB00570,CELL_DRUG,GI-ME-N,1
2948,DB00570,CELL_DRUG,GOTO,1
2966,DB00570,CELL_DRUG,IMR-5,1
3018,DB00570,CELL_DRUG,NB69,1
3023,DB00570,CELL_DRUG,NH-12,1
3098,DB00570,CELL_DRUG,TGW,1
