,head,relation,tail,label
191,DB03010,CELL_DRUG,AGS,1
239,DB03010,CELL_DRUG,GCIY,1
255,DB03010,CELL_DRUG,HGC-27,1
324,DB03010,CELL_DRUG,MKN28,1
346,DB03010,CELL_DRUG,NUGC-3,1
373,DB03010,CELL_DRUG,RF-48,1
420,DB03010,CELL_DRUG,TGBC11TKB,1
481,DB03010,CELL_DRUG,23132-87,1
518,DB03010,CELL_DRUG,MKN45,1
585,DB03010,CELL_DRUG,IM-95,1
620,DB03010,CELL_DRUG,RERF-GC-1B,1
680,DB03010,CELL_DRUG,NUGC-4,1
681,DB03010,CELL_DRUG,OCUM-1,1
697,DB03010,CELL_DRUG,TMK-1,1
706,DB03010,CELL_DRUG,HSC-39,1
880,DB04297,CELL_DRUG,OCUM-1,1
999,DB06603,CELL_DRUG,AGS,1
1037,DB06603,CELL_DRUG,HGC-27,1
1054,DB06603,CELL_DRUG,KATOIII,1
1117,DB06603,CELL_DRUG,RF-48,1
1184,DB06603,CELL_DRUG,23132-87,1
1259,DB06603,CELL_DRUG,IM-95,1
1280,DB06603,CELL_DRUG,RERF-GC-1B,1
1290,DB06603,CELL_DRUG,FU97,1
1306,DB06603,CELL_DRUG,OCUM-1,1
1320,DB06603,CELL_DRUG,HSC-39,1
1474,DB00570,CELL_DRUG,TMK-1,1
1613,DB01248,CELL_DRUG,TMK-1,1
1802,DB06287,CELL_DRUG,HGC-27,1
1834,DB06287,CELL_DRUG,NUGC-3,1
1839,DB06287,CELL_DRUG,RF-48,1
1931,DB06287,CELL_DRUG,TMK-1,1
1953,DB06287,CELL_DRUG,SK-GT-2,1
2020,DB05134,CELL_DRUG,AGS,1
2027,DB05134,CELL_DRUG,HGC-27,1
2035,DB05134,CELL_DRUG,NCI-N87,1
2075,DB05134,CELL_DRUG,FU97,1
2113,DB07101,CELL_DRUG,TMK-1,1
2255,DB00997,CELL_DRUG,AGS,1
2278,DB00997,CELL_DRUG,HGC-27,1
2315,DB00997,CELL_DRUG,NUGC-3,1
2341,DB00997,CELL_DRUG,23132-87,1
2566,DB04690,CELL_DRUG,AGS,1
2650,DB04690,CELL_DRUG,NUGC-3,1
2661,DB04690,CELL_DRUG,RF-48,1
2697,DB04690,CELL_DRUG,23132-87,1
2771,DB04690,CELL_DRUG,HSC-39,1
