,head,relation,tail,label
94,DB03010,CELL_DRUG,CTV-1,1
145,DB03010,CELL_DRUG,HL-60,1
240,DB03010,CELL_DRUG,GDM-1,1
254,DB03010,CELL_DRUG,HEL,1
281,DB03010,CELL_DRUG,KG-1,1
283,DB03010,CELL_DRUG,KMOE-2,1
325,DB03010,CELL_DRUG,ML-2,1
329,DB03010,CELL_DRUG,MONO-MAC-6,1
340,DB03010,CELL_DRUG,NKM-1,1
343,DB03010,CELL_DRUG,NOMO-1,1
385,DB03010,CELL_DRUG,SIG-M5,1
421,DB03010,CELL_DRUG,THP-1,1
438,DB03010,CELL_DRUG,QIMR-WIL,1
442,DB03010,CELL_DRUG,CMK,1
447,DB03010,CELL_DRUG,CESS,1
496,DB03010,CELL_DRUG,OCI-AML2,1
637,DB03010,CELL_DRUG,OCI-AML3,1
717,DB03010,CELL_DRUG,ME-1,1
718,DB03010,CELL_DRUG,MOLM-13,1
723,DB03010,CELL_DRUG,OCI-AML5,1
725,DB03010,CELL_DRUG,OCI-M1,1
727,DB03010,CELL_DRUG,PL-21,1
740,DB04960,CELL_DRUG,QIMR-WIL,1
748,DB04769,CELL_DRUG,SIG-M5,1
751,DB08875,CELL_DRUG,MONO-MAC-6,1
752,DB08875,CELL_DRUG,NKM-1,1
753,DB08875,CELL_DRUG,MOLM-13,1
755,DB12874,CELL_DRUG,KASUMI-1,1
756,DB12874,CELL_DRUG,MONO-MAC-6,1
758,DB12874,CELL_DRUG,NKM-1,1
760,DB12874,CELL_DRUG,MOLM-13,1
772,DB06080,CELL_DRUG,GDM-1,1
773,DB06080,CELL_DRUG,KASUMI-1,1
774,DB06080,CELL_DRUG,MONO-MAC-6,1
776,DB06080,CELL_DRUG,NKM-1,1
777,DB06080,CELL_DRUG,MOLM-13,1
785,DB05524,CELL_DRUG,THP-1,1
786,DB05524,CELL_DRUG,CMK,1
791,DB05913,CELL_DRUG,KASUMI-1,1
792,DB12500,CELL_DRUG,MOLM-13,1
793,DB11800,CELL_DRUG,GDM-1,1
794,DB11800,CELL_DRUG,KASUMI-1,1
807,DB00642,CELL_DRUG,NKM-1,1
817,DB03496,CELL_DRUG,QIMR-WIL,1
857,DB04297,CELL_DRUG,QIMR-WIL,1
858,DB04297,CELL_DRUG,CMK,1
861,DB04297,CELL_DRUG,OCI-AML2,1
940,DB06603,CELL_DRUG,CTV-1,1
972,DB06603,CELL_DRUG,HL-60,1
1023,DB06603,CELL_DRUG,GDM-1,1
1036,DB06603,CELL_DRUG,HEL,1
1056,DB06603,CELL_DRUG,KG-1,1
1057,DB06603,CELL_DRUG,KMOE-2,1
1061,DB06603,CELL_DRUG,KY821,1
1083,DB06603,CELL_DRUG,ML-2,1
1086,DB06603,CELL_DRUG,MONO-MAC-6,1
1095,DB06603,CELL_DRUG,NKM-1,1
1096,DB06603,CELL_DRUG,NOMO-1,1
1110,DB06603,CELL_DRUG,P31-FUJ,1
